가축종,지번주소,도로명주소,사육두수,축산면적,데이터기준일자
한우,경상남도 남해군 남면 덕월리 1086번지  ,경상남도 남해군 남면 남서대로1268번길 42-28,4 ,90 ,2022-11-07
한우,경상남도 남해군 남면 상가리 604번지  ,경상남도 남해군 남면 남서대로 1034-3,3 ,19 ,2022-11-07
한우,경상남도 남해군 남면 상가리 639번지 1호  ,경상남도 남해군 남면 남서대로 1042-1,13 ,95 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 296번지 7호  ,경상남도 남해군 남면 남서대로1180번길 25-3,7 ,95 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 687번지  ,경상남도 남해군 남면 남서대로1180번길 29,1 ,10 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 965번지  ,경상남도 남해군 남면 남서대로1268번길 18-2,1 ,13 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 959번지  ,경상남도 남해군 남면 남서대로1268번길 22-6,4 ,18 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 1076번지 4호  ,경상남도 남해군 남면 남서대로1268번길 28-1,1 ,10 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 1075번지  ,경상남도 남해군 남면 남서대로1268번길 30,1 ,11 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 1013번지 1호  ,경상남도 남해군 남면 남서대로1268번길 8-9,2 ,34 ,2022-11-07
한우,경상남도 남해군 남면 당항리 1349번지 7호  ,경상남도 남해군 남면 남서대로 765-34,6 ,86 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 484번지 1호  ,경상남도 남해군 남면 남서대로1202번길 13,4 ,18 ,2022-11-07
한우,경상남도 남해군 남면 당항리 835번지 1호  ,경상남도 남해군 남면 두양로150번길 25-8,2 ,12 ,2022-11-07
한우,경상남도 남해군 남면 당항리 242번지 1호  ,경상남도 남해군 남면 두양로150번길 52,5 ,64 ,2022-11-07
한우,경상남도 남해군 남면 당항리 894번지 2호  ,경상남도 남해군 남면 두양로 166-30,1 ,13 ,2022-11-07
한우,경상남도 남해군 남면 당항리 882번지 1호  ,경상남도 남해군 남면 두양로 166-33,4 ,20 ,2022-11-07
한우,경상남도 남해군 남면 당항리 1224번지 1호  ,경상남도 남해군 남면 두양로167번길 47-5,2 ,16 ,2022-11-07
한우,경상남도 남해군 남해읍 평현리 2230번지  ,경상남도 남해군 남해읍 스포츠로287번길 39-15,20 ,914 ,2022-11-07
한우,경상남도 남해군 남면 당항리 214번지 1호  ,경상남도 남해군 남면 두양로150번길 57,9 ,88 ,2022-11-07
한우,경상남도 남해군 남면 당항리 159번지  ,경상남도 남해군 남면 두양로150번길 114,25 ,460 ,2022-11-07
"한우, 산양",경상남도 남해군 남면 당항리 1898번지  ,경상남도 남해군 남면 두양로270번길 43-5,9 ,13 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 194번지  ,경상남도 남해군 남면 두양로312번길 31-34,2 ,19 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 247번지 3호  ,경상남도 남해군 남면 두양로312번길 25,7 ,90 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 1360번지  ,경상남도 남해군 남면 두양로 354-6,2 ,13 ,2022-11-07
한우,경상남도 남해군 남면 홍현리 588번지 3호  ,경상남도 남해군 남면 무지개로81번길 43-9,1 ,19 ,2022-11-07
한우,경상남도 남해군 남면 당항리 153번지  ,경상남도 남해군 남면 두양로150번길 91-26,2 ,944 ,2022-11-07
산양,경상남도 남해군 설천면 진목리 182번지 7호  ,경상남도 남해군 설천면 설천로332번길 8-30,30 ,40 ,2022-11-07
한우,경상남도 남해군 남면 임포리 884번지 3호  ,경상남도 남해군 남면 남면로 1357-2,1 ,10 ,2022-11-07
한우,경상남도 남해군 남면 당항리 1582번지  ,경상남도 남해군 남면 두양로 234,3 ,30 ,2022-11-07
한우,경상남도 남해군 고현면 오곡리 468번지 1호  ,경상남도 남해군 고현면 고설로 135-39,1 ,19 ,2022-11-07
산란육성계,경상남도 남해군 고현면 오곡리 539번지  ,경상남도 남해군 고현면 고설로83번길 43-11,18 ,18 ,2022-11-07
한우,경상남도 남해군 고현면 오곡리 527번지 2호  ,경상남도 남해군 고현면 고설로83번길 43-6,2 ,16 ,2022-11-07
한우,경상남도 남해군 고현면 오곡리 589번지 1호  ,경상남도 남해군 고현면 고설로 85,3 ,25 ,2022-11-07
한우,경상남도 남해군 고현면 갈화리 186번지 7호  ,경상남도 남해군 고현면 남서대로 3102-5,6 ,64 ,2022-11-07
한우,경상남도 남해군 고현면 남치리 88번지  ,경상남도 남해군 고현면 남치로159번길 59-6,2 ,28 ,2022-11-07
한우,경상남도 남해군 고현면 이어리 81번지 1호  ,경상남도 남해군 고현면 남해대로 3108-66,13 ,125 ,2022-11-07
한우,경상남도 남해군 고현면 이어리 506번지  ,경상남도 남해군 고현면 남해대로3071번길 23,13 ,93 ,2022-11-07
한우,경상남도 남해군 고현면 이어리 201번지 3호  ,경상남도 남해군 고현면 남해대로3100번나길 4-34,2 ,22 ,2022-11-07
한우,경상남도 남해군 고현면 이어리 203번지  ,경상남도 남해군 고현면 남해대로3100번나길 22,8 ,48 ,2022-11-07
한우,경상남도 남해군 고현면 이어리 182번지 4호  ,경상남도 남해군 고현면 남해대로3100번나길 39,2 ,20 ,2022-11-07
염소,경상남도 남해군 고현면 대곡리 960번지 1호  ,경상남도 남해군 고현면 화방로211번길 119,15 ,19 ,2022-11-07
한우,경상남도 남해군 고현면 포상리 655번지  ,경상남도 남해군 고현면 삼봉로235번길 25,5 ,43 ,2022-11-07
한우,경상남도 남해군 고현면 포상리 647번지  ,경상남도 남해군 고현면 삼봉로235번길 24,5 ,27 ,2022-11-07
한우,경상남도 남해군 고현면 오곡리 1448번지  ,경상남도 남해군 고현면 삼봉로73번길 10-22,7 ,50 ,2022-11-07
한우,경상남도 남해군 고현면 도마리 1502번지  ,경상남도 남해군 고현면 질개로177번길 42,2 ,26 ,2022-11-07
한우,경상남도 남해군 고현면 도마리 1724번지 1호  ,경상남도 남해군 고현면 질개로177번길 50-23,30 ,268 ,2022-11-07
한우,경상남도 남해군 고현면 포상리 679번지  ,경상남도 남해군 고현면 삼봉로235번길 21,2 ,14 ,2022-11-07
한우,경상남도 남해군 고현면 대곡리 1395번지 1호  ,경상남도 남해군 고현면 화방로 308-21,6 ,96 ,2022-11-07
한우,경상남도 남해군 남해읍 심천리 976번지  ,경상남도 남해군 남해읍 남해대로 2951-17,2 ,36 ,2022-11-07
한우,경상남도 남해군 남해읍 평리 700번지  ,경상남도 남해군 남해읍 당넘로217번길 28,1 ,10 ,2022-11-07
한우,경상남도 남해군 남해읍 평리 487번지  ,경상남도 남해군 남해읍 당넘로247번길 122,12 ,128 ,2022-11-07
한우,경상남도 남해군 남해읍 아산리 1198번지 2호  ,경상남도 남해군 남해읍 망운로 172,3 ,23 ,2022-11-07
한우,경상남도 남해군 남해읍 아산리 1184번지 7호  ,경상남도 남해군 남해읍 망운로 187,5 ,45 ,2022-11-07
육우,경상남도 남해군 남해읍 아산리 670번지 2호  ,경상남도 남해군 남해읍 망운로79번길 21-103,8 ,72 ,2022-11-07
한우,경상남도 남해군 남해읍 서변리 454번지  ,경상남도 남해군 남해읍 망운로61번길 70-26,9 ,60 ,2022-11-07
한우,경상남도 남해군 남해읍 아산리 949번지 2호  ,경상남도 남해군 남해읍 망운로79번길 26-13,1 ,16 ,2022-11-07
한우,경상남도 남해군 남해읍 평리 957번지  ,경상남도 남해군 남해읍 스포츠로105번길 22,4 ,22 ,2022-11-07
한우,경상남도 남해군 남해읍 평현리 1230번지 2호  ,경상남도 남해군 남해읍 스포츠로264번길 24-5,1 ,16 ,2022-11-07
한우,경상남도 남해군 남해읍 평현리 1224번지 6호  ,경상남도 남해군 남해읍 스포츠로264번길 7,1 ,12 ,2022-11-07
한우,경상남도 남해군 남해읍 평현리 2125번지  ,경상남도 남해군 남해읍 스포츠로287번길 39-50,9 ,140 ,2022-11-07
한우,경상남도 남해군 남해읍 남변리 102번지  ,경상남도 남해군 남해읍 에코파크길 23,5 ,30 ,2022-11-07
산란육성계,경상남도 남해군 남해읍 평현리 1059번지 2호  ,경상남도 남해군 남해읍 평현로 69,60 ,40 ,2022-11-07
한우,경상남도 남해군 남해읍 평현리 33번지 1호  ,경상남도 남해군 남해읍 평현로 197,20 ,98 ,2022-11-07
한우,경상남도 남해군 남해읍 평리 220번지  ,,13 ,45 ,2022-11-07
한우,경상남도 남해군 남해읍 차산리 29번지  ,경상남도 남해군 남해읍 선소로76번길 41-14,8 ,80 ,2022-11-07
한우,경상남도 남해군 이동면 난음리 1164번지 2호  ,경상남도 남해군 이동면 난음로188번길 11-6,2 ,65 ,2022-11-07
한우,경상남도 남해군 이동면 난음리 1037번지 1호  ,경상남도 남해군 이동면 난음로 210-2,2 ,12 ,2022-11-07
한우,경상남도 남해군 이동면 화계리 534번지 1호  ,경상남도 남해군 이동면 남서대로203번길 13,1 ,18 ,2022-11-07
한우,경상남도 남해군 이동면 용소리 230번지  ,경상남도 남해군 이동면 남서대로238번길 13-3,1 ,10 ,2022-11-07
염소,경상남도 남해군 이동면 용소리 590번지  ,경상남도 남해군 이동면 남서대로264번길 31-1,3 ,17 ,2022-11-07
한우,경상남도 남해군 이동면 용소리 1369번지 1호  ,경상남도 남해군 이동면 남서대로342번길 43,3 ,64 ,2022-11-07
한우,경상남도 남해군 이동면 다정리 1577번지  ,경상남도 남해군 이동면 남해대로2477번안길 12,2 ,10 ,2022-11-07
한우,경상남도 남해군 이동면 다정리 1313번지  ,경상남도 남해군 이동면 남해대로2477번안길 14-14,2 ,10 ,2022-11-07
한우,경상남도 남해군 이동면 다정리 1707번지 1호  ,경상남도 남해군 이동면 남해대로2513번길 45,6 ,88 ,2022-11-07
한우,경상남도 남해군 이동면 무림리 1570번지  ,경상남도 남해군 이동면 무림로68번길 23-24,2 ,11 ,2022-11-07
한우,경상남도 남해군 이동면 무림리 975번지 1호  ,경상남도 남해군 이동면 무림로90번길 19,4 ,40 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 542번지 3호  ,경상남도 남해군 이동면 석평로 114,2 ,17 ,2022-11-07
한우,경상남도 남해군 이동면 난음리 337번지 4호  ,경상남도 남해군 이동면 삼이로481번길 45,15 ,780 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 606번지  ,경상남도 남해군 이동면 석평로58번길 28-18,1 ,15 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 88번지 2호  ,경상남도 남해군 이동면 석평로58번길 4-10,3 ,96 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 202번지 13호  ,경상남도 남해군 이동면 석평로 81-9,2 ,88 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 500번지  ,경상남도 남해군 이동면 석평로95번길 36,1 ,11 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 467번지 6호  ,경상남도 남해군 이동면 석평로95번길 3,2 ,13 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 145번지  ,,4 ,40 ,2022-11-07
한우,경상남도 남해군 서면 서상리 863번지 6호  ,경상남도 남해군 서면 남서대로 1527-26,2 ,15 ,2022-11-07
한우,경상남도 남해군 서면 서상리 960번지  ,경상남도 남해군 서면 남서대로 1542,2 ,30 ,2022-11-07
한우,경상남도 남해군 서면 서상리 960번지  ,경상남도 남해군 서면 남서대로 1542,2 ,26 ,2022-11-07
한우,경상남도 남해군 서면 작장리 772번지  ,경상남도 남해군 서면 남서대로 2017-12,18 ,162 ,2022-11-07
한우,경상남도 남해군 서면 남상리 125번지  ,경상남도 남해군 서면 남서대로 2148-13,5 ,64 ,2022-11-07
한우,경상남도 남해군 서면 남상리 1340번지 1호  ,경상남도 남해군 서면 남서대로2197번길 85,5 ,60 ,2022-11-07
한우,경상남도 남해군 서면 남상리 1339번지  ,경상남도 남해군 서면 남서대로2197번길 89-1,4 ,64 ,2022-11-07
한우,경상남도 남해군 서면 남상리 1026번지 1호  ,경상남도 남해군 서면 남서대로2207번길 3-6,2 ,15 ,2022-11-07
한우,경상남도 남해군 서면 남상리 886번지  ,경상남도 남해군 서면 남서대로2240번길 20,5 ,35 ,2022-11-07
한우,경상남도 남해군 서면 남상리 732번지  ,경상남도 남해군 서면 남서대로2255번길 20-10,9 ,153 ,2022-11-07
한우,경상남도 남해군 서면 남상리 1640번지  ,경상남도 남해군 서면 남서대로2309번길 44-3,6 ,64 ,2022-11-07
한우,경상남도 남해군 서면 중현리 1417번지 1호  ,경상남도 남해군 서면 남서대로 2651,2 ,12 ,2022-11-07
한우,경상남도 남해군 서면 대정리 983번지 2호  ,경상남도 남해군 서면 스포츠로470번길 10,2 ,12 ,2022-11-07
한우,경상남도 남해군 서면 대정리 818번지 3호  ,경상남도 남해군 서면 스포츠로474번길 3-1,2 ,25 ,2022-11-07
한우,경상남도 남해군 서면 대정리 1512번지  ,경상남도 남해군 서면 스포츠로475번길 87-18,2 ,23 ,2022-11-07
한우,경상남도 남해군 서면 서호리 727번지  ,경상남도 남해군 서면 스포츠로499번길 6-33,1 ,12 ,2022-11-07
한우,경상남도 남해군 서면 대정리 901번지  ,경상남도 남해군 서면 스포츠로499번길 29,3 ,20 ,2022-11-07
한우,경상남도 남해군 서면 서상리 618번지 4호  ,경상남도 남해군 서면 스포츠로686번길 10-3,3 ,64 ,2022-11-07
한우,경상남도 남해군 서면 연죽리 1097번지  ,경상남도 남해군 서면 연죽로 186,5 ,25 ,2022-11-07
한우,경상남도 남해군 서면 정포리 108번지  ,경상남도 남해군 서면 정포로122번길 17-1,2 ,14 ,2022-11-07
한우,경상남도 남해군 서면 연죽리 1068번지 1호  ,경상남도 남해군 서면 연죽로 201,11 ,54 ,2022-11-07
한우,경상남도 남해군 서면 정포리 산 16번지 1호  ,경상남도 남해군 서면 정포로 101,19 ,272 ,2022-11-07
한우,경상남도 남해군 서면 정포리 131번지  ,경상남도 남해군 서면 정포로122번길 45,2 ,10 ,2022-11-07
한우,경상남도 남해군 서면 정포리 421번지  ,경상남도 남해군 서면 정포로 146-7,3 ,41 ,2022-11-07
한우,경상남도 남해군 서면 중현리 57번지  ,경상남도 남해군 서면 화방로349번길 53,1 ,12 ,2022-11-07
한우,경상남도 남해군 이동면 다정리 1057번지 2호  ,경상남도 남해군 이동면 남해대로2431번길 53,6 ,78 ,2022-11-07
한우,경상남도 남해군 남해읍 평현리 573번지  ,경상남도 남해군 남해읍 평현로173번길 15-58,3 ,95 ,2022-11-07
한우,경상남도 남해군 상주면 상주리 2125번지  ,경상남도 남해군 상주면 상주로74번길 36-71,1 ,10 ,2022-11-07
한우,경상남도 남해군 서면 중현리 1498번지  ,경상남도 남해군 서면 남서대로 2610-11,4 ,32 ,2022-11-07
한우,경상남도 남해군 서면 정포리 608번지  ,경상남도 남해군 서면 정포로252번길 42,4 ,32 ,2022-11-07
한우,경상남도 남해군 서면 서상리 887번지  ,경상남도 남해군 서면 남서대로1517번길 15-1,1 ,23 ,2022-11-07
한우,경상남도 남해군 설천면 덕신리 1883번지  ,경상남도 남해군 설천면 창남로 54-20,14 ,192 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 1039번지  ,경상남도 남해군 이동면 석평로146번길 24,2 ,21 ,2022-11-07
한우,경상남도 남해군 이동면 초음리 732번지  ,경상남도 남해군 이동면 강진만로 266-4,3 ,34 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 998번지  ,경상남도 남해군 이동면 석평로 141-12,2 ,20 ,2022-11-07
한우,경상남도 남해군 창선면 옥천리 686번지  ,경상남도 남해군 창선면 옥천로122번길 73-23,4 ,24 ,2022-11-07
한우,경상남도 남해군 창선면 오용리 1256번지  ,경상남도 남해군 창선면 흥선로199번길 17-3,3 ,26 ,2022-11-07
한우,경상남도 남해군 창선면 지족리 446번지 2호  ,경상남도 남해군 창선면 서부로 92,1 ,50 ,2022-11-07
한우,경상남도 남해군 창선면 옥천리 571번지  ,경상남도 남해군 창선면 옥천로146번길 90,1 ,32 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 559번지 3호  ,경상남도 남해군 남면 남서대로795번길 49,4 ,124 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 574번지 1호  ,경상남도 남해군 남면 남서대로795번길 24,4 ,45 ,2022-11-07
한우,경상남도 남해군 상주면 상주리 781번지  ,경상남도 남해군 상주면 남해대로742번길 77-2,6 ,358 ,2022-11-07
한우,경상남도 남해군 창선면 옥천리 571번지  ,경상남도 남해군 창선면 옥천로146번길 90,1 ,40 ,2022-11-07
한우,경상남도 남해군 삼동면 금송리 679번지 1호  ,경상남도 남해군 삼동면 동부대로 1750-16,13 ,222 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 1031번지 3호  ,경상남도 남해군 이동면 석평로 147,3 ,16 ,2022-11-07
한우,경상남도 남해군 상주면 상주리 518번지 1호  ,경상남도 남해군 상주면 남해대로 549,12 ,144 ,2022-11-07
면양,경상남도 남해군 설천면 문의리 산 187번지 1호  ,경상남도 남해군 설천면 설천로775번길 364,64 ,250 ,2022-11-07
한우,경상남도 남해군 설천면 남양리 727번지  ,경상남도 남해군 설천면 창남로284번길 27-20,45 ,1321 ,2022-11-07
한우,경상남도 남해군 서면 노구리 508번지 2호  ,경상남도 남해군 서면 남서대로2545번길 19-6,14 ,509 ,2022-11-07
산란육성계,경상남도 남해군 설천면 덕신리 1018번지  ,경상남도 남해군 설천면 창남로72번길 8-95,400 ,34 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 945번지  ,경상남도 남해군 남면 남서대로1268번길 22-9,2 ,48 ,2022-11-07
한우,경상남도 남해군 설천면 문의리 164번지 3호  ,경상남도 남해군 설천면 강진로 489-15,11 ,98 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 226번지  ,경상남도 남해군 남면 남서대로1179번길 35-21,8 ,320 ,2022-11-07
한우,경상남도 남해군 남해읍 아산리 799번지  ,경상남도 남해군 남해읍 망운로79번길 21-83,7 ,83 ,2022-11-07
염소,경상남도 남해군 상주면 양아리 481번지  ,경상남도 남해군 상주면 양아로356번길 69,150 ,169 ,2022-11-07
한우,경상남도 남해군 고현면 차면리 73번지 1호  ,경상남도 남해군 고현면 남해대로 3790-9,6 ,128 ,2022-11-07
한우,경상남도 남해군 삼동면 영지리 956번지 1호  ,경상남도 남해군 삼동면 난음로 297,110 ,1386 ,2022-11-07
한우,경상남도 남해군 삼동면 영지리 950번지  ,경상남도 남해군 삼동면 난음로 307,30 ,334 ,2022-11-07
한우,경상남도 남해군 서면 중현리 838번지 1호  ,,8 ,80 ,2022-11-07
산양,경상남도 남해군 창선면 광천리 산 151번지  ,,12 ,7438 ,2022-11-07
한우,경상남도 남해군 창선면 상신리 588번지 1호  ,경상남도 남해군 창선면 창선로153번길 54-4,4 ,40 ,2022-11-07
한우,경상남도 남해군 창선면 옥천리 252번지  ,경상남도 남해군 창선면 옥천로 184-7,7 ,96 ,2022-11-07
한우,경상남도 남해군 서면 연죽리 1063번지  ,경상남도 남해군 서면 연죽로 197-18,12 ,154 ,2022-11-07
한우,경상남도 남해군 남해읍 심천리 146번지  ,,2 ,32 ,2022-11-07
한우,경상남도 남해군 남면 석교리 1192번지  ,경상남도 남해군 남면 남면로56번길 6-11,9 ,96 ,2022-11-07
한우,경상남도 남해군 남해읍 차산리 225번지 1호  ,경상남도 남해군 남해읍 선소로76번길 26-12,23 ,184 ,2022-11-07
한우,경상남도 남해군 고현면 갈화리 산 49번지  ,경상남도 남해군 고현면 남서대로 3198-152,22 ,233 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 478번지 1호 김현주 농장 ,경상남도 남해군 남면 남서대로795번길 30-49,22 ,160 ,2022-11-07
한우,경상남도 남해군 고현면 남치리 209번지 2호  ,경상남도 남해군 고현면 남치로159번길 54-10,69 ,1140 ,2022-11-07
젖소,경상남도 남해군 남해읍 평현리 1988번지  ,경상남도 남해군 남해읍 스포츠로287번길 42-20,70 ,3628 ,2022-11-07
한우,경상남도 남해군 고현면 대사리 884번지 1호  ,경상남도 남해군 고현면 탑동로 86-11,27 ,320 ,2022-11-07
한우,경상남도 남해군 창선면 상죽리 573번지  ,경상남도 남해군 창선면 옥천로 81-47,12 ,527 ,2022-11-07
한우,경상남도 남해군 삼동면 영지리 568번지  ,경상남도 남해군 삼동면 삼이로228번안길 30,10 ,304 ,2022-11-07
한우,경상남도 남해군 이동면 신전리 653번지 2호  ,경상남도 남해군 이동면 성남로78번길 37-21,1 ,20 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 979번지 1호  ,경상남도 남해군 남면 남서대로 863,7 ,273 ,2022-11-07
한우,경상남도 남해군 남면 선구리 561번지  ,경상남도 남해군 남면 남면로1017번길 13-21,40 ,474 ,2022-11-07
한우,경상남도 남해군 고현면 도마리 1784번지  ,경상남도 남해군 고현면 질개로177번길 107,17 ,256 ,2022-11-07
한우,경상남도 남해군 고현면 대곡리 987번지 1호  ,경상남도 남해군 고현면 화방로211번길 29,15 ,301 ,2022-11-07
한우,경상남도 남해군 남해읍 차산리 40번지  ,경상남도 남해군 남해읍 선소로16번길 76-16,7 ,72 ,2022-11-07
한우,경상남도 남해군 이동면 난음리 2040번지 10호  ,경상남도 남해군 이동면 난음로198번길 26-36,4 ,325 ,2022-11-07
한우,경상남도 남해군 창선면 가인리 33번지 1호  ,경상남도 남해군 창선면 흥선로 922-37,10 ,346 ,2022-11-07
한우,경상남도 남해군 삼동면 금송리 1038번지  ,경상남도 남해군 삼동면 금송로 227-31,9 ,304 ,2022-11-07
,경상남도 남해군 고현면 차면리 337번지 1호  ,경상남도 남해군 고현면 남해대로 3880-5,0 ,187 ,2022-11-07
한우,경상남도 남해군 설천면 덕신리 815번지  ,경상남도 남해군 설천면 창남로72번길 92,26 ,196 ,2022-11-07
,경상남도 남해군 이동면 다정리 565번지  ,경상남도 남해군 이동면 남해대로2385번길 22-30,0 ,160 ,2022-11-07
한우,경상남도 남해군 고현면 대곡리 960번지 1호  ,경상남도 남해군 고현면 화방로211번길 119,12 ,560 ,2022-11-07
면양,경상남도 남해군 삼동면 봉화리 산 349번지 2호  ,,25 ,3769 ,2022-11-07
면양,경상남도 남해군 삼동면 봉화리 산 352번지  ,,25 ,1000 ,2022-11-07
한우,경상남도 남해군 남면 선구리 388번지  ,경상남도 남해군 남면 남면로1031번길 21,2 ,17 ,2022-11-07
한우,경상남도 남해군 서면 정포리 165번지  ,경상남도 남해군 서면 정포로122번길 41-11,23 ,228 ,2022-11-07
한우,경상남도 남해군 서면 서상리 116번지  ,경상남도 남해군 서면 남서대로1512번길 68,26 ,200 ,2022-11-07
한우,경상남도 남해군 고현면 대곡리 1230번지 7호  ,경상남도 남해군 고현면 화방로 309-62,4 ,396 ,2022-11-07
한우,경상남도 남해군 고현면 포상리 120번지  ,경상남도 남해군 고현면 삼봉로 197,70 ,1229 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 920번지  ,경상남도 남해군 남면 남서대로 833-46,5 ,713 ,2022-11-07
한우,경상남도 남해군 설천면 비란리 383번지  ,경상남도 남해군 설천면 설천로 189-39,13 ,257 ,2022-11-07
한우,경상남도 남해군 고현면 남치리 500번지  ,경상남도 남해군 고현면 남치로177번길 12,40 ,344 ,2022-11-07
산양,경상남도 남해군 이동면 초음리 498번지  ,경상남도 남해군 이동면 초음로139번길 17-7,2 ,9 ,2022-11-07
한우,경상남도 남해군 삼동면 영지리 1047번지  ,경상남도 남해군 삼동면 봉화로531번길 39,5 ,141 ,2022-11-07
한우,경상남도 남해군 설천면 남양리 730번지  ,경상남도 남해군 설천면 창남로284번길 27-26,22 ,318 ,2022-11-07
한우,경상남도 남해군 남면 당항리 310번지  ,경상남도 남해군 남면 두양로52번길 9-44,50 ,625 ,2022-11-07
염소,경상남도 남해군 창선면 동대리 1004번지  ,경상남도 남해군 창선면 한재로 130-6,60 ,230 ,2022-11-07
한우,경상남도 남해군 창선면 오용리 213번지  ,경상남도 남해군 창선면 연곡로 48-32,5 ,262 ,2022-11-07
한우,경상남도 남해군 남면 임포리 342번지  ,,2 ,48 ,2022-11-07
한우,경상남도 남해군 고현면 대곡리 966번지  ,경상남도 남해군 고현면 화방로211번길 90,43 ,419 ,2022-11-07
한우,경상남도 남해군 고현면 남치리 558번지  ,경상남도 남해군 고현면 남치로177번길 15-69,100 ,1075 ,2022-11-07
한우,경상남도 남해군 고현면 남치리 372번지  ,경상남도 남해군 고현면 남치로 167-39,2 ,40 ,2022-11-07
한우,경상남도 남해군 창선면 동대리 산 225번지 16호  ,경상남도 남해군 창선면 한재로 122-2,4 ,369 ,2022-11-07
한우,경상남도 남해군 남면 석교리 932번지 1호  ,경상남도 남해군 남면 남면로 55,5 ,42 ,2022-11-07
한우,경상남도 남해군 설천면 덕신리 116번지  ,경상남도 남해군 설천면 창남로 226,20 ,240 ,2022-11-07
"한우, 육우",경상남도 남해군 남해읍 평현리 2234번지  ,경상남도 남해군 남해읍 스포츠로287번길 39-28,35 ,800 ,2022-11-07
한우,경상남도 남해군 고현면 갈화리 865번지  ,경상남도 남해군 고현면 남서대로 2956-75,2 ,49 ,2022-11-07
한우,경상남도 남해군 이동면 초음리 280번지  ,경상남도 남해군 이동면 강진만로 302,200 ,1956 ,2022-11-07
젖소,경상남도 남해군 남해읍 평현리 1840번지 1호  ,경상남도 남해군 남해읍 스포츠로287번길 81-55,20 ,320 ,2022-11-07
한우,경상남도 남해군 남해읍 남변리 77번지  ,경상남도 남해군 남해읍 에코파크길 56-11,14 ,606 ,2022-11-07
염소,경상남도 남해군 창선면 부윤리 40번지 1호  ,경상남도 남해군 창선면 흥선로1852번길 60-6,8 ,64 ,2022-11-07
한우,경상남도 남해군 남해읍 심천리 440번지  ,경상남도 남해군 남해읍 선소로75번길 25-33,1 ,160 ,2022-11-07
한우,경상남도 남해군 설천면 진목리 10번지  ,경상남도 남해군 설천면 설천로364번길 79-59,9 ,376 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 688번지 3호 688-4 ,경상남도 남해군 이동면 석평로58번길 4-176,5 ,448 ,2022-11-07
한우,경상남도 남해군 남해읍 입현리 311번지  ,경상남도 남해군 남해읍 강진만로 130-11,1 ,200 ,2022-11-07
한우,경상남도 남해군 설천면 남양리 257번지 2호  ,경상남도 남해군 설천면 창남로 368,38 ,320 ,2022-11-07
한우,경상남도 남해군 남해읍 평리 621번지  ,경상남도 남해군 남해읍 당넘로247번길 78-26,15 ,878 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 665번지  ,,12 ,336 ,2022-11-07
한우,경상남도 남해군 설천면 진목리 592번지 외 2필지 ,경상남도 남해군 설천면 설천로 363-36 (외 2필지),2 ,413 ,2022-11-07
한우,경상남도 남해군 고현면 포상리 1406번지 5호  ,경상남도 남해군 고현면 삼봉로209번길 17-47,50 ,384 ,2022-11-07
한우,경상남도 남해군 이동면 초음리 84번지  ,경상남도 남해군 이동면 남해대로2264번길 42-21,6 ,517 ,2022-11-07
한우,경상남도 남해군 남면 평산리 42번지 2호  ,경상남도 남해군 남면 남면로 1934-1,2 ,18 ,2022-11-07
한우,경상남도 남해군 고현면 대사리 156번지 1호  ,경상남도 남해군 고현면 고설로43번길 31-32,1 ,90 ,2022-11-07
"산양, 염소",경상남도 남해군 창선면 동대리 922번지 외 2필지 ,,118 ,267 ,2022-11-07
한우,경상남도 남해군 남해읍 아산리 720번지 1호  ,경상남도 남해군 남해읍 망운로79번길 21-113,11 ,259 ,2022-11-07
한우,경상남도 남해군 고현면 이어리 104번지  ,경상남도 남해군 고현면 남해대로 3108-107,20 ,198 ,2022-11-07
염소,경상남도 남해군 고현면 포상리 927번지  ,경상남도 남해군 고현면 삼봉로269번길 28,2 ,716 ,2022-11-07
