시군명,농장명,축종명,사육두수,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
포천시,새일목장,젖소,100,경기도 포천시 영북면 소회산길 26,경기도 포천시 영북면 소회산리 147번지 2호  ,,,2025-01-13
포천시,은선목장,한우,3,경기도 포천시 영북면 소회산1길 29,경기도 포천시 영북면 소회산리 492번지 8호  ,,,2025-01-13
포천시,-,한우,9,경기도 포천시 신북면 틀못이길 143-7,경기도 포천시 신북면 기지리 535번지 1호  ,,,2025-01-13
포천시,이례농장,한우,24,,경기도 포천시 창수면 가양리 226번지  ,,,2025-01-13
포천시,-,한우,3,경기도 포천시 신북면 청신로947번길 89-17,경기도 포천시 신북면 삼정리 381번지  ,,,2025-01-13
포천시,오가리농장,한우,30,경기도 포천시 창수면 방골길 5,경기도 포천시 창수면 오가리 99번지  ,,,2025-01-13
포천시,우리농장,한우,50,경기도 포천시 영중면 나삼2길 57,경기도 포천시 영중면 양문리 376번지 2호  ,,,2025-01-13
포천시,용덕축산,한우,20,,경기도 포천시 영북면 문암리 5번지 10호  ,,,2025-01-13
포천시,-,한우,6,경기도 포천시 신북면 신평로16번길 26,경기도 포천시 신북면 만세교리 344번지  ,,,2025-01-13
포천시,말뫼목장,젖소,177,경기도 포천시 가산면 마현길 97-15,경기도 포천시 가산면 마산리 257번지 5호  ,,,2025-01-13
포천시,군내목장2,한우,30,경기도 포천시 군내면 용두로117번길 77,경기도 포천시 군내면 구읍리 38번지 9호 등 2필지(38-2) ,,,2025-01-13
포천시,상규농장,한우,14,경기도 포천시 가산면 마정로 76,경기도 포천시 가산면 금현리 1018번지 7호  ,,,2025-01-13
포천시,세길목장,젖소,90,경기도 포천시 영북면 호국로 4253-24,경기도 포천시 영북면 자일리 1449번지  ,,,2025-01-13
포천시,산구농장,한우,45,경기도 포천시 영중면 신영일로 19,경기도 포천시 영중면 금주리 1008번지 30호  ,,,2025-01-13
포천시,유교목장,젖소,85,경기도 포천시 창수면 옥수로214번길 135,"경기도 포천시 창수면 주원리 35번지 7호 -8, 33 ",,,2025-01-13
포천시,대일농장,한우,21,,경기도 포천시 화현면 지현리 302번지 10호  ,,,2025-01-13
포천시,청하농장,한우,12,,경기도 포천시 신북면 가채리 29번지 2호  ,,,2025-01-13
포천시,정일농장,한우,13,,경기도 포천시 소흘읍 무봉리 549번지 9호  ,,,2025-01-13
포천시,은진농장,한우,60,경기도 포천시 가산면 궁말길 99-1,경기도 포천시 가산면 금현리 28번지  ,,,2025-01-13
포천시,서울농장,한우,135,,경기도 포천시 영중면 영송리 661번지 1호 등 2필지(-2) ,,,2025-01-13
포천시,동일농장,한우,50,경기도 포천시 일동면 수입로 241-10,경기도 포천시 일동면 수입리 495번지 6호  ,,,2025-01-13
포천시,둔지농장,한우,80,경기도 포천시 창수면 옥수로327번길 126-2,경기도 포천시 창수면 주원리 662번지 10호  ,,,2025-01-13
포천시,오남석농장,한우,30,경기도 포천시 일동면 화동로 641,경기도 포천시 일동면 유동리 101번지 1호  ,,,2025-01-13
포천시,수입목장,젖소,180,"경기도 포천시 일동면 수입로 324, 등 10필지(-1,-2,-3,-4,-5,-6,684-27,690-1,694-1,694-2)","경기도 포천시 일동면 수입리 693번지 2호 등 10필지(-1,-3,-4,-5,-6,684-27,690-1,694-1,694-2) ",,,2025-01-13
포천시,충재목장,한우,75,경기도 포천시 화현면 영일로368번길 34,경기도 포천시 화현면 지현리 334번지 13호  ,,,2025-01-13
포천시,승호한우농장,한우,182,경기도 포천시 창수면 옥수로 383,경기도 포천시 창수면 주원리 486번지 등 2필지(487) ,,,2025-01-13
포천시,황진이2목장,젖소,90,경기도 포천시 가산면 너배기길 55,"경기도 포천시 가산면 금현리 1109번지 6호 ,-4 ",,,2025-01-13
포천시,육본한우,한우,352,경기도 포천시 화현면 봉화로 696-53,"경기도 포천시 화현면 지현리 186번지 1호 , -5, 187-2, -3 ",,,2025-01-13
포천시,부경농장,육우,120,경기도 포천시 일동면 앵바위길 249,경기도 포천시 일동면 사직리 1407번지  ,,,2025-01-13
포천시,문옥목장,젖소,110,경기도 포천시 관인면 창동로1427번길 38,"경기도 포천시 관인면 삼율리 135번지 0호 -1, -2, -3 ",,,2025-01-13
포천시,해돋이 목장,젖소,100,경기도 포천시 화현면 봉화로 902-23,"경기도 포천시 화현면 지현리 249번지 3호 ,-5, -8, -11 ",,,2025-01-13
포천시,새싹목장,한우,6,경기도 포천시 신북면 지동1길 47,경기도 포천시 신북면 금동리 569번지 2호  ,,,2025-01-13
포천시,현찬목장,젖소,103,경기도 포천시 영북면 호국로3421번길 87-17,경기도 포천시 영북면 야미리 744번지  ,,,2025-01-13
포천시,포천농장,한우,155,경기도 포천시 이동면 갈골안1길 27,"경기도 포천시 이동면 노곡리 488번지 ,-3,-4 ",,,2025-01-13
포천시,행복농장,한우,0,경기도 포천시 이동면 화동로1908번길 80,경기도 포천시 이동면 연곡리 256번지  ,,,2025-01-13
포천시,동건목장,젖소,33,경기도 포천시 자작로5길 26-14 (자작동),경기도 포천시 자작동 107번지 1호  ,,,2025-01-13
포천시,길명농장2,한우,130,,"경기도 포천시 일동면 길명리 176번지 1호 , -2, 179-1, -3 ",,,2025-01-13
포천시,초봉목장,한우,120,경기도 포천시 창수면 창동로161번길 39-11,경기도 포천시 창수면 오가리 375번지  ,,,2025-01-13
포천시,김성일목장,한우,29,경기도 포천시 창수면 옥수로245번길 94-13,경기도 포천시 창수면 주원리 586번지  ,,,2025-01-13
포천시,흥성목장,한우,18,,경기도 포천시 관인면 탄동리 48번지 9호  ,,,2025-01-13
포천시,기쁨목장,한우,150,경기도 포천시 관인면 숯골길 86,경기도 포천시 관인면 탄동리 448번지  ,,,2025-01-13
포천시,하늘소목장,한우,30,경기도 포천시 창수면 옥수로262번길 122,경기도 포천시 창수면 주원리 191번지 18호  ,,,2025-01-13
포천시,동물목장,젖소,80,경기도 포천시 영북면 영북로238번길 219,경기도 포천시 영북면 자일리 440번지  ,,,2025-01-13
포천시,무오농장,한우,3,경기도 포천시 내촌면 금강로 2641-21,경기도 포천시 내촌면 소학리 415번지  ,,,2025-01-13
포천시,교동목장,한우,100,,경기도 포천시 관인면 중리 156번지  ,,,2025-01-13
포천시,휘영농장,한우,80,경기도 포천시 영중면 궁들1길 22,경기도 포천시 영중면 금주리 590번지 2호  ,,,2025-01-13
포천시,예천목장,육우,150,경기도 포천시 창수면 창동로161번길 45,경기도 포천시 창수면 오가리 360번지 2호  ,,,2025-01-13
포천시,-,한우,25,경기도 포천시 관인면 북원로618번길 88,경기도 포천시 관인면 초과리 145번지 29호  ,,,2025-01-13
포천시,-,한우,6,경기도 포천시 이동면 금강로6263번길 192-22,경기도 포천시 이동면 도평리 658번지 3호  ,,,2025-01-13
포천시,양주목장,젖소,3,경기도 포천시 창수면 금화봉길 6,"경기도 포천시 창수면 가양리 444번지 2호 ,-5,443-5,-8,-12,446-8 ",,,2025-01-13
포천시,동훈농장,한우,50,경기도 포천시 가산면 감암1길 108,경기도 포천시 가산면 감암리 549번지  ,,,2025-01-13
포천시,이희창,한우,35,경기도 포천시 영북면 영북로103번길 13,경기도 포천시 영북면 운천리 575번지 3호 575-8 ,,,2025-01-13
포천시,영훈농장,한우,0,,경기도 포천시 관인면 삼율리 323번지 8호  ,,,2025-01-13
포천시,경관목장,젖소,52,경기도 포천시 영중면 먼재2길 154,경기도 포천시 영중면 양문리 110번지 1호  ,,,2025-01-13
포천시,우주목장2,한우,0,,경기도 포천시 화현면 지현리 261번지 2호  ,,,2025-01-13
포천시,경호농장,한우,0,경기도 포천시 영북면 호국로 4361-61,경기도 포천시 영북면 자일리 344번지 10호  ,,,2025-01-13
포천시,-,한우,4,경기도 포천시 화현면 봉화로781번길 6,경기도 포천시 화현면 지현리 673번지 8호  ,,,2025-01-13
