시군명,농장명,축종명,사육두수,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
포천시,이레농장,돼지,0,경기도 포천시 신북면 신평로16번길 174,경기도 포천시 신북면 만세교리 164번지 1호  ,,,2025-01-13
포천시,삼애농원,염소,50,경기도 포천시 영북면 호국로 3472-68,경기도 포천시 영북면 야미리 391번지  ,,,2025-01-13
포천시,태욱농장,돼지,0,경기도 포천시 가산면 감암1길 60-75,경기도 포천시 가산면 감암리 416번지 외 3필지 ,,,2025-01-13
포천시,경목농장,돼지,0,경기도 포천시 영북면 문암길 32-36,경기도 포천시 영북면 문암리 270번지 2호  ,,,2025-01-13
포천시,상수농장,돼지,799,경기도 포천시 영중면 궁들1길 30,"경기도 포천시 영중면 금주리 416번지 ,413-3,-4,416-3,-5 ",,,2025-01-13
포천시,농업회사법인 돈호새(주),돼지,3232,경기도 포천시 화현면 문암동길 150,"경기도 포천시 화현면 지현리 335번지 1호 ,-2,-15,-16,-17,-28,-29,-36,-37,-45,-52,-54 ",,,2025-01-13
포천시,삼익농장,돼지,172,경기도 포천시 어룡3길 41 (어룡동),경기도 포천시 어룡동 700번지 1호  ,,,2025-01-13
포천시,팜스플랜 포천 제1농장,돼지,1000,경기도 포천시 창수면 가영로 436-367,경기도 포천시 창수면 가양리 277번지 1호  ,,,2025-01-13
포천시,가온농장,돼지,1200,경기도 포천시 영중면 호국로 3341-27,경기도 포천시 영중면 성동리 377번지 4호  ,,,2025-01-13
포천시,신기농장,돼지,450,경기도 포천시 일동면 새낭로196번길 55,경기도 포천시 일동면 사직리 853번지 10호  ,,,2025-01-13
포천시,가림농장,돼지,1300,경기도 포천시 영북면 호국로 3396,경기도 포천시 영북면 야미리 433번지  ,,,2025-01-13
포천시,강영석농장,염소,18,경기도 포천시 일동면 청지로 53,경기도 포천시 일동면 화대리 147번지  ,,,2025-01-13
포천시,새여리팜,돼지,1000,경기도 포천시 창수면 포천로 2821,경기도 포천시 창수면 추동리 760번지  ,,,2025-01-13
포천시,다온농장,돼지,495,경기도 포천시 창수면 포천로2811번길 79,경기도 포천시 창수면 추동리 672번지  ,,,2025-01-13
포천시,덕균농장,염소,45,경기도 포천시 군내면 포천로1413번길 63,경기도 포천시 군내면 용정리 234번지 1호  ,,,2025-01-13
포천시,건호농장,염소,42,경기도 포천시 소흘읍 호국로484번길 36-12,경기도 포천시 소흘읍 이동교리 64번지 2호  ,,,2025-01-13
포천시,농업회사법인 새여리팜 주식회사,돼지,2500,경기도 포천시 창수면 포천로2811번길 15,경기도 포천시 창수면 추동리 755번지 4호  ,,,2025-01-13
포천시,신흥농장,돼지,2400,경기도 포천시 영중면 호국로2709번길 26-4,경기도 포천시 영중면 금주리 717번지 1호  ,,,2025-01-13
포천시,농업회사법인(주)창암농원,돼지,4500,경기도 포천시 창수면 옥수로298번길 75,경기도 포천시 창수면 주원리 77번지 6호  ,,,2025-01-13
포천시,수농장,돼지,500,"경기도 포천시 일동면 인곡1길 44-40, 등 2필지(351-5,-12)",경기도 포천시 일동면 사직리 351번지 5호 등 2필지(-12) ,,,2025-01-13
포천시,이일오농장,돼지,1420,"경기도 포천시 일동면 새낭로215번길 68-58, 등 2필지(1586,1587)",경기도 포천시 일동면 사직리 1586번지 등 2필지(1587) ,,,2025-01-13
포천시,신기사슴농장,사슴,60,경기도 포천시 일동면 새낭로 44,경기도 포천시 일동면 사직리 807번지 1호  ,,,2025-01-13
포천시,돈메이드팜,돼지,1360,"경기도 포천시 일동면 새낭로196번길 51, 등 2필지(853-1,-11)",경기도 포천시 일동면 사직리 853번지 1호 등 2필지(-11) ,,,2025-01-13
포천시,이레농장,돼지,2761,"경기도 포천시 창수면 가영로535번길 181-2, 등 3필지(56-1,-2,58-4)","경기도 포천시 창수면 주원리 56번지 1호 등 3필지(-2,58-4) ",,,2025-01-13
포천시,대덕농장,돼지,300,경기도 포천시 일동면 인곡1길 44-24,경기도 포천시 일동면 사직리 351번지 4호  ,,,2025-01-13
포천시,대연농장,돼지,350,경기도 포천시 창수면 옥수로298번길 68-51,경기도 포천시 창수면 주원리 88번지 1호 90-1 ,,,2025-01-13
포천시,삼사농장,돼지,800,경기도 포천시 군내면 반월산성로317번길 143-1,경기도 포천시 군내면 상성북리 180번지 2호  ,,,2025-01-13
포천시,일송사슴농장,사슴,11,,경기도 포천시 신북면 기지리 937번지 19호  ,,,2025-01-13
포천시,화성축산,돼지,2300,경기도 포천시 창수면 옥수로327번길 54,"경기도 포천시 창수면 주원리 495번지 ,496-2, -3, -4, -5, 871-60 ",,,2025-01-13
포천시,영규농장,돼지,600,경기도 포천시 영북면 방골길 960,"경기도 포천시 영북면 문암리 320번지 ,321-2 ",,,2025-01-13
포천시,다돈농장,돼지,2935,경기도 포천시 영중면 은잿말길 226,경기도 포천시 영중면 영송리 204번지 24호  ,,,2025-01-13
포천시,한탄강스마트팜,돼지,2962,경기도 포천시 영북면 호국로4350번길 136-51,경기도 포천시 영북면 자일리 52번지 1호  ,,,2025-01-13
포천시,호암농장,돼지,3500,경기도 포천시 일동면 앵바위길 222-153,경기도 포천시 일동면 사직리 1626번지  ,,,2025-01-13
포천시,지앤알팜사계,돼지,1500,경기도 포천시 일동면 새낭로215번길 68-213,경기도 포천시 일동면 사직리 1424번지  ,,,2025-01-13
포천시,무리울농장,돼지,0,경기도 포천시 일동면 무리울길 245-14,"경기도 포천시 일동면 화대리 14번지 1호 14-2, 13, 13-2, 15-1 ",,,2025-01-13
포천시,금호사슴농장,사슴,40,경기도 포천시 영북면 호국로3497번길 92,경기도 포천시 영북면 야미리 720번지 2호  ,,,2025-01-13
포천시,진우농장,돼지,0,경기도 포천시 창수면 옥수로327번길 51-1,"경기도 포천시 창수면 주원리 619번지 ,-1,621,-3,871-56,-58 ",,,2025-01-13
포천시,95Farm,돼지,0,경기도 포천시 창수면 옥수로214번길 112,경기도 포천시 창수면 주원리 29번지 4호  ,,,2025-01-13
포천시,(주)로고농업회사법인,돼지,0,,"경기도 포천시 창수면 주원리 465번지 ,-1,467,산186,산187-3 ",,,2025-01-13
포천시,동암농장,돼지,3000,"경기도 포천시 영중면 가영로535번길 63, [*미고시]","경기도 포천시 영중면 영송리 685번지 7호 684-9,-13 ",,,2025-01-13
포천시,삼성농장2,돼지,0,경기도 포천시 일동면 사당말6길 88,경기도 포천시 일동면 사직리 164번지 5호  ,,,2025-01-13
포천시,오케이목장,염소,0,경기도 포천시 영북면 영북로238번길 136,경기도 포천시 영북면 자일리 475번지 6호  ,,,2025-01-13
포천시,용민농장,한우,234,경기도 포천시 송선로265번길 19 (설운동),경기도 포천시 설운동 420번지 3호  ,,,2025-01-13
포천시,Lee HOIsteins,젖소,150,경기도 포천시 영북면 문암1길 5,경기도 포천시 영북면 문암리 291번지 1호  ,,,2025-01-13
포천시,만금목장,한우,240,경기도 포천시 영북면 소회산길 395,경기도 포천시 영북면 소회산리 320번지 1호  ,,,2025-01-13
포천시,충의목장,젖소,35,경기도 포천시 군내면 반월산성로 180-29,경기도 포천시 군내면 하성북리 311번지 1호  ,,,2025-01-13
포천시,세정목장,젖소,30,경기도 포천시 군내면 선정비로 31,경기도 포천시 군내면 구읍리 423번지 2호  ,,,2025-01-13
포천시,-,육우,50,경기도 포천시 이동면 제비울1길 44-124,경기도 포천시 이동면 연곡리 599번지 9호  ,,,2025-01-13
포천시,소낙비목장,젖소,103,경기도 포천시 이동면 화동로1890번길 49,경기도 포천시 이동면 연곡리 448번지 2호  ,,,2025-01-13
포천시,보우농장,한우,7,경기도 포천시 군내면 반월산성로272번길 34-1,경기도 포천시 군내면 상성북리 619번지  ,,,2025-01-13
포천시,범규농장,한우,45,경기도 포천시 관인면 창동로805번길 25-1,경기도 포천시 관인면 중리 673번지  ,,,2025-01-13
포천시,장군농장,한우,37,경기도 포천시 영중면 호국로 3313,경기도 포천시 영중면 성동리 379번지 2호  ,,,2025-01-13
포천시,만애농장,한우,172,경기도 포천시 영중면 가영로535번길 87,경기도 포천시 영중면 영송리 699번지 7호  ,,,2025-01-13
포천시,화우농장,한우,138,경기도 포천시 영중면 호국로3303번길 40,"경기도 포천시 영중면 성동리 377번지 25호 등 2필지(368-26, 377-10) ",,,2025-01-13
포천시,삼부농장,한우,28,경기도 포천시 영중면 금화봉길 672-22,"경기도 포천시 영중면 거사리 352번지 -3 등 3필지(-4, -14) ",,,2025-01-13
포천시,형제목장,한우,80,,"경기도 포천시 영중면 영송리 211번지 4호 -7,-8 ",,,2025-01-13
포천시,한도농장,한우,85,경기도 포천시 군내면 반월산성로317번길 18,경기도 포천시 군내면 상성북리 479번지  ,,,2025-01-13
포천시,군내목장,한우,101,경기도 포천시 군내면 풍류산길 143,경기도 포천시 군내면 구읍리 300번지 2호  ,,,2025-01-13
포천시,신영송목장,젖소,75,"경기도 포천시 영중면 전영로1390번길 21-4, 등 7필지(303-1,-3,302-1,-2,304-1,305-1,333-2)","경기도 포천시 영중면 영평리 303번지 1호 등 7필지(-3,302-1,-2,304-1,305-1,333-2) ",,,2025-01-13
포천시,새영구목장,젖소,52,"경기도 포천시 군내면 풍류산길 109-26, 등 3필지(366,368-1,-2)","경기도 포천시 군내면 구읍리 365번지 등 3필지(366,368-1,-2) ",,,2025-01-13
포천시,아롱이목장,한우,60,,경기도 포천시 영중면 양문리 1101번지  ,,,2025-01-13
포천시,성진목장,한우,95,,경기도 포천시 관인면 탄동리 산 43번지  ,,,2025-01-13
포천시,가인목장,젖소,70,경기도 포천시 관인면 창동로2048번길 42,"경기도 포천시 관인면 탄동리 176번지 ,176-1,175,175-1 ",,,2025-01-13
포천시,-,한우,71,경기도 포천시 군내면 유교로127번길 29,경기도 포천시 군내면 유교리 589번지  ,,,2025-01-13
포천시,양문농장,한우,60,경기도 포천시 영중면 먼재1길 88,"경기도 포천시 영중면 양문리 303번지 1호 ,2,-36,-37,-38,-40 ",,,2025-01-13
포천시,대원희목장,젖소,125,경기도 포천시 원동교1길 11-39 (동교동),"경기도 포천시 동교동 321번지 ,319-1,320-1,322,323,324,325,376 ",,,2025-01-13
포천시,승원목장,한우,120,,"경기도 포천시 이동면 노곡리 287-4, 284-5번지  ",,,2025-01-13
포천시,동틀목장,젖소,48,경기도 포천시 이동면 제비울1길 44-50,경기도 포천시 이동면 연곡리 591번지 2호  ,,,2025-01-13
포천시,기섭목장,젖소,80,경기도 포천시 어룡2길 46 (어룡동),경기도 포천시 어룡동 676번지 1호  ,,,2025-01-13
포천시,광천목장,한우,27,경기도 포천시 자작로3길 78 (자작동),경기도 포천시 자작동 501번지 2호  ,,,2025-01-13
포천시,명산목장,젖소,107,경기도 포천시 군내면 꽃배산길 161,경기도 포천시 군내면 명산리 284번지 1호  ,,,2025-01-13
포천시,소정목장,젖소,65,"경기도 포천시 군내면 포천로1103번길 40, (유교리 92,-2,-3,91)","경기도 포천시 군내면 유교리 92번지 등 4필지(-2,-3,91) ",,,2025-01-13
포천시,강환목장,젖소,35,경기도 포천시 군내면 좌의길 30-80,경기도 포천시 군내면 유교리 137번지  ,,,2025-01-13
포천시,망태농장,한우,30,경기도 포천시 영중면 전영로 1679-77,경기도 포천시 영중면 성동리 912번지 3호  ,,,2025-01-13
포천시,명승농장,한우,90,경기도 포천시 영중면 백로주1길 75-37,경기도 포천시 영중면 거사리 793번지  ,,,2025-01-13
포천시,복실농장,한우,80,경기도 포천시 화현면 화동로496번길 25-28,경기도 포천시 화현면 화현리 488번지 5호  ,,,2025-01-13
포천시,동신목장,젖소,54,경기도 포천시 영북면 호국로3497번길 52,경기도 포천시 영북면 야미리 522번지 4호  ,,,2025-01-13
포천시,선영농장,한우,150,경기도 포천시 해룡로 50-31 (설운동),경기도 포천시 설운동 548번지 7호  ,,,2025-01-13
포천시,신우천목장,젖소,100,경기도 포천시 어가1길 22 (어룡동),경기도 포천시 어룡동 70번지 1호  ,,,2025-01-13
포천시,무동목장,한우,250,,경기도 포천시 내촌면 음현리 671번지  ,,,2025-01-13
포천시,산성목장,육우,11,경기도 포천시 이동면 화동로 1699,경기도 포천시 이동면 연곡리 1119번지 1호  ,,,2025-01-13
포천시,월산목장,한우,210,경기도 포천시 내촌면 음고개길 87,경기도 포천시 내촌면 음현리 126번지  ,,,2025-01-13
포천시,희빈농장,한우,50,경기도 포천시 영북면 문암길 32-23,경기도 포천시 영북면 문암리 249번지 8호  ,,,2025-01-13
포천시,성대목장,젖소,27,경기도 포천시 영북면 구름내길 80-5,경기도 포천시 영북면 운천리 565번지  3호,,,2025-01-13
포천시,-,한우,37,"경기도 포천시 관인면 창동로 1334-69, (삼율리 196,-2)",경기도 포천시 관인면 삼율리 196번지 등 2필지(-2) ,,,2025-01-13
포천시,-,한우,31,경기도 포천시 일동면 정자골길 86-93,경기도 포천시 일동면 길명리 51번지  ,,,2025-01-13
포천시,황금목장,젖소,55,경기도 포천시 영북면 호국로3725번길 23-59,경기도 포천시 영북면 문암리 52번지  ,,,2025-01-13
포천시,선산목장,젖소,100,경기도 포천시 영북면 호국로3791번길 24,경기도 포천시 영북면 문암리 197번지 1호  ,,,2025-01-13
포천시,덕흥목장2,젖소,100,경기도 포천시 영북면 호국로 4311,"경기도 포천시 영북면 자일리 1267번지 ,-2,-3,-4,1269,1270 ",,,2025-01-13
포천시,지성목장,젖소,41,경기도 포천시 영북면 호국로3421번길 94,경기도 포천시 영북면 야미리 456번지  ,,,2025-01-13
포천시,서파한우목장,한우,123,경기도 포천시 내촌면 청군로2299번길 26,"경기도 포천시 내촌면 신팔리 236번지 외 2필지(237-1,-4) ",,,2025-01-13
포천시,-,한우,24,경기도 포천시 관인면 찬우물길 152-5,경기도 포천시 관인면 냉정리 328번지 7호  ,,,2025-01-13
포천시,그린목장,한우,85,경기도 포천시 일동면 화동로888번길 53-5,경기도 포천시 일동면 기산리 613번지 9호  ,,,2025-01-13
포천시,명광목장,한우,13,경기도 포천시 호국로1354번길 17 (어룡동),경기도 포천시 어룡동 113번지  ,,,2025-01-13
포천시,초심농원,한우,73,"경기도 포천시 화현면 문암동길 132-12, 등 3필지(335-33,-51,-18)","경기도 포천시 화현면 지현리 335번지 33호 등 3필지(-51,-18) ",,,2025-01-13
포천시,번성목장,한우,5,,경기도 포천시 관인면 냉정리 675번지 1통  ,,,2025-01-13
포천시,백만농장,한우,80,경기도 포천시 관인면 북원로618번길 30,경기도 포천시 관인면 초과리 311번지 3호 등 2필지(312) ,,,2025-01-13
포천시,큰별농장,젖소,135,"경기도 포천시 자작로 59, 등 3필지(435-1,-2,-3) (자작동)","경기도 포천시 자작동 435번지 1호 등 3필지(-2,-3) ",,,2025-01-13
포천시,재득목장,젖소,30,경기도 포천시 자작로3길 20-36 (자작동),경기도 포천시 자작동 150번지 7호  ,,,2025-01-13
포천시,칡넝쿨목장,젖소,45,경기도 포천시 자작로 38 (자작동),경기도 포천시 자작동 185번지 4호  ,,,2025-01-13
포천시,춘환목장,젖소,35,경기도 포천시 자작로 93-11(자작동),경기도 포천시 자작동 455번지  ,,,2025-01-13
포천시,-,한우,18,,경기도 포천시 관인면 탄동리 215번지  ,,,2025-01-13
포천시,-,한우,100,경기도 포천시 관인면 찬우물1길 14,경기도 포천시 관인면 탄동리 215번지 6호  ,,,2025-01-13
포천시,남성목장,한우,15,경기도 포천시 이동면 새낭로420번길 15,"경기도 포천시 이동면 노곡리 746번지 1호 ,-10 ",,,2025-01-13
포천시,관인목장,젖소,63,경기도 포천시 관인면 북원로618번길 59-21,"경기도 포천시 관인면 초과리 308번지 1호 외 2필지(309-2,-10) ",,,2025-01-13
포천시,선진목장,젖소,50,경기도 포천시 관인면 창동로1894번길 52,경기도 포천시 관인면 탄동리 489번지 2호  ,,,2025-01-13
포천시,원영목장,젖소,57,경기도 포천시 창수면 옥수로 429-23,경기도 포천시 창수면 오가리 776번지 28호  ,,,2025-01-13
포천시,-,한우,40,경기도 포천시 이동면 화동로1723번길 40,경기도 포천시 이동면 연곡리 1086번지  ,,,2025-01-13
포천시,오형제목장,젖소,110,경기도 포천시 가산면 감암길 136,"경기도 포천시 가산면 감암리 104번지 1호 ,101-1, -3, 104 ",,,2025-01-13
포천시,풍년농원,육우,10,경기도 포천시 화현면 봉화로733번길 109,경기도 포천시 화현면 지현리 560번지 2호  ,,,2025-01-13
포천시,준혁목장,젖소,101,경기도 포천시 영북면 영북로238번길 178,경기도 포천시 영북면 자일리 449번지  ,,,2025-01-13
포천시,대곳목장,젖소,82,경기도 포천시 영북면 호국로4149번길 67,경기도 포천시 영북면 자일리 836번지 6호  ,,,2025-01-13
포천시,고궁농장,한우,50,경기도 포천시 영북면 문암길 32-36,경기도 포천시 영북면 문암리 270번지 10호  ,,,2025-01-13
포천시,-,한우,130,경기도 포천시 이동면 화동로 1824-86,경기도 포천시 이동면 연곡리 787번지 1호  ,,,2025-01-13
포천시,우신한우,한우,53,경기도 포천시 가산면 가산로73번길 16,경기도 포천시 가산면 방축리 502번지  ,,,2025-01-13
포천시,참이슬목장,젖소,70,경기도 포천시 영북면 호국로 3702-20,경기도 포천시 영북면 야미리 156번지  ,,,2025-01-13
포천시,솔비목장,젖소,60,경기도 포천시 군내면 청군로3054번길 63-49,경기도 포천시 군내면 직두리 325번지  ,,,2025-01-13
포천시,성보목장,젖소,47,경기도 포천시 영중면 먼재2길 4,경기도 포천시 영중면 양문리 50번지 2호  ,,,2025-01-13
포천시,마음목장,젖소,63,경기도 포천시 관인면 아랫찬물길 46,경기도 포천시 관인면 냉정리 663번지 2호  ,,,2025-01-13
포천시,자연그대로 목장,한우,50,경기도 포천시 영북면 소회산길 395,경기도 포천시 영북면 소회산리 331번지  ,,,2025-01-13
포천시,자우목장,젖소,23,경기도 포천시 자작로 57 (자작동),경기도 포천시 자작동 431번지 1호 1통  ,,,2025-01-13
포천시,희문목장,젖소,42,경기도 포천시 자작로5길 32 (자작동),경기도 포천시 자작동 557번지 4호 557-5 ,,,2025-01-13
포천시,덕흥목장,젖소,95,경기도 포천시 영북면 문암길 13-12,경기도 포천시 영북면 문암리 243번지 1호  ,,,2025-01-13
포천시,선창목장,젖소,96,경기도 포천시 영북면 북원로248번길 36,경기도 포천시 영북면 자일리 979번지 1호  ,,,2025-01-13
포천시,제비울목장,한우,17,경기도 포천시 이동면 화동로1724번길 12-8,경기도 포천시 이동면 연곡리 617번지 2호  ,,,2025-01-13
포천시,초자원농장,한우,55,경기도 포천시 창수면 창동로338번길 29-1,경기도 포천시 창수면 운산리 490번지 1호  ,,,2025-01-13
포천시,다복목장,젖소,29,경기도 포천시 신북면 청신로 818,경기도 포천시 신북면 덕둔리 492번지 4호  ,,,2025-01-13
포천시,세길목장,젖소,90,경기도 포천시 영북면 문암1길 41,경기도 포천시 영북면 문암리 284번지 2호  ,,,2025-01-13
포천시,정동목장,한우,770,경기도 포천시 이동면 화동로 1770-57,경기도 포천시 이동면 연곡리 552번지  ,,,2025-01-13
포천시,일심목장,젖소,82,경기도 포천시 이동면 화동로1908번길 10 (외1필지(863-7)),경기도 포천시 이동면 연곡리 863번지 4호 외1필지(863-7) ,,,2025-01-13
포천시,경관목장,젖소,60,경기도 포천시 영중면 먼재2길 154-1,경기도 포천시 영중면 양문리 110번지  ,,,2025-01-13
포천시,신용정목장,젖소,36,경기도 포천시 군내면 포천로1385번길 46,경기도 포천시 군내면 용정리 277번지 2호  ,,,2025-01-13
포천시,정현목장,젖소,23,경기도 포천시 호국로964번길 6-21 (선단동),경기도 포천시 선단동 507번지 3호  ,,,2025-01-13
포천시,호직목장,젖소,150,경기도 포천시 호국로1354번길 21 (어룡동),경기도 포천시 어룡동 114번지 2호  ,,,2025-01-13
포천시,대진일목장,젖소,89,경기도 포천시 동교로 46-23 (동교동),경기도 포천시 동교동 411번지 2호  ,,,2025-01-13
포천시,온규목장,젖소,160,경기도 포천시 영북면 호국로3497번길 91,경기도 포천시 영북면 야미리 727번지 2호  ,,,2025-01-13
포천시,탑목장,한우,83,경기도 포천시 영북면 호국로3746번길 10,경기도 포천시 영북면 문암리 25번지  ,,,2025-01-13
포천시,아트팜목장,젖소,48,경기도 포천시 영북면 소회산1길 8,"경기도 포천시 영북면 소회산리 118번지 2호 ,-1, 119-2,-3 ",,,2025-01-13
포천시,윤영진목장,젖소,40,경기도 포천시 군내면 반월산성로101번길 29,경기도 포천시 군내면 하성북리 155번지 1호  ,,,2025-01-13
포천시,에벤에셀목장,젖소,150,경기도 포천시 일동면 새낭로196번길 41,경기도 포천시 일동면 사직리 853번지 3호  ,,,2025-01-13
포천시,갈골목장,젖소,150,경기도 포천시 이동면 새낭로420번길 35,경기도 포천시 이동면 노곡리 741번지  ,,,2025-01-13
포천시,은고개목장,젖소,110,경기도 포천시 이동면 성장로869번길 52-13 (외1필지(798-12)),경기도 포천시 이동면 노곡리 798번지 3호 외1필지(798-12) ,,,2025-01-13
포천시,유밀원목장,젖소,90,경기도 포천시 이동면 화동로1908번길 51,"경기도 포천시 이동면 연곡리 394번지 1호 , 397, 398-1, 399, 402, 392 ,394, 401-1, 403-1, 404-1, 431 ",,,2025-01-13
포천시,노력목장,젖소,100,경기도 포천시 이동면 화동로1908번길 80-64,"경기도 포천시 이동면 연곡리 272번지 2호 272,-3,269,269-1 ",,,2025-01-13
포천시,노곡목장,젖소,180,"경기도 포천시 이동면 성장로 916-21 (외3필지,1542,1543),)","경기도 포천시 이동면 노곡리 1532번지 외3필지,1542,1543), ",,,2025-01-13
포천시,순해목장,젖소,150,"경기도 포천시 이동면 화동로 1770-38, 등 5필지(743-1,-3,738-1,-4,742-2)","경기도 포천시 이동면 연곡리 743번지 1호 등 5필지(-3,738-1,-4,742-2) ",,,2025-01-13
포천시,연곡목장,젖소,68,경기도 포천시 이동면 제비울1길 44-50,경기도 포천시 이동면 연곡리 591번지 2호  ,,,2025-01-13
포천시,영화목장,한우,20,경기도 포천시 이동면 새낭로420번길 2,경기도 포천시 이동면 노곡리 756번지  ,,,2025-01-13
포천시,큰용한목장,젖소,85,경기도 포천시 소흘읍 한성길 101,경기도 포천시 소흘읍 고모리 60번지  ,,,2025-01-13
포천시,인섭목장,젖소,49,경기도 포천시 해룡로 109-37 (설운동),경기도 포천시 설운동 584번지 18호  ,,,2025-01-13
포천시,대근목장,젖소,36,경기도 포천시 소흘읍 거친봉이길 90,경기도 포천시 소흘읍 무봉리 434번지 6호  ,,,2025-01-13
포천시,칠성목장,젖소,60,경기도 포천시 영중면 호국로 2674,경기도 포천시 영중면 금주리 676번지 1호  ,,,2025-01-13
포천시,근선목장,젖소,126,경기도 포천시 화현면 봉화로 762-33,"경기도 포천시 화현면 지현리 531번지 , 532-1, 533 ",,,2025-01-13
포천시,미래목장,젖소,56,경기도 포천시 화현면 봉화로925번길 39,경기도 포천시 화현면 지현리 348번지  ,,,2025-01-13
포천시,삭천목장,한우,48,경기도 포천시 신북면 청신로1660번길 44,경기도 포천시 신북면 계류리 273번지 4호  ,,,2025-01-13
포천시,해돋이2목장,젖소,100,경기도 포천시 화현면 봉화로 901-25,경기도 포천시 화현면 지현리 355번지 15호  ,,,2025-01-13
포천시,묵방목장,젖소,150,경기도 포천시 화현면 봉화로581번길 79,"경기도 포천시 화현면 명덕리 550번지 ,-2,545-2,548-4,549-1 ",,,2025-01-13
포천시,쇠골목장,젖소,55,경기도 포천시 신북면 탑신로 1259-53,경기도 포천시 신북면 금동리 529번지  ,,,2025-01-13
포천시,샛말목장,젖소,50,경기도 포천시 신북면 탑신로1125번길 28,"경기도 포천시 신북면 금동리 283번지 ,-3,-2 ",,,2025-01-13
포천시,석준목장,젖소,70,경기도 포천시 화현면 봉화로 873-10,경기도 포천시 화현면 지현리 377번지 13호  ,,,2025-01-13
포천시,뉴원일목장,젖소,13,경기도 포천시 신북면 상아골길 12-22,"경기도 포천시 신북면 금동리 429번지 ,430,430-1 ",,,2025-01-13
포천시,재남농장,한우,32,경기도 포천시 신북면 탑신로1112번길 7-63,경기도 포천시 신북면 금동리 256번지  ,,,2025-01-13
포천시,신한샘목장,젖소,40,경기도 포천시 신북면 청신로 800,경기도 포천시 신북면 덕둔리 432번지 1호  ,,,2025-01-13
포천시,유운목장,젖소,44,경기도 포천시 신북면 간자동길 45,경기도 포천시 신북면 갈월리 335번지  ,,,2025-01-13
포천시,경환농장,한우,70,경기도 포천시 신북면 지동1길 32,경기도 포천시 신북면 금동리  ,,,2025-01-13
포천시,샛청목장,젖소,75,경기도 포천시 신북면 탑신로 1420,경기도 포천시 신북면 덕둔리 102번지 1호  ,,,2025-01-13
포천시,또하나목장,한우,15,경기도 포천시 신북면 간자동길 93-71,"경기도 포천시 신북면 삼정리 66번지 ,65, 66-2,-4,5 ",,,2025-01-13
포천시,송림원목장,젖소,39,경기도 포천시 신북면 탑신로 1211,경기도 포천시 신북면 금동리 468번지 1호  ,,,2025-01-13
포천시,탁틴목장,젖소,50,경기도 포천시 신북면 청신로947번길 74,경기도 포천시 신북면 삼정리 378번지  ,,,2025-01-13
포천시,대성축산,한우,57,경기도 포천시 신북면 청신로797번길 10,경기도 포천시 신북면 덕둔리 435번지 1호  ,,,2025-01-13
포천시,태양목장,젖소,45,경기도 포천시 신북면 지동길 77-17,경기도 포천시 신북면 금동리 367번지 4호  ,,,2025-01-13
포천시,부전목장,젖소,140,경기도 포천시 일동면 새낭로215번길 68-90,경기도 포천시 일동면 사직리 1278번지  ,,,2025-01-13
포천시,선복목장,젖소,160,경기도 포천시 일동면 영일로591번길 11,"경기도 포천시 일동면 길명리 739번지 , -1, -2 ",,,2025-01-13
포천시,태선목장,젖소,60,경기도 포천시 일동면 영일로669번길 24,경기도 포천시 일동면 길명리 433번지 4호  ,,,2025-01-13
포천시,일동목장,한우,30,,"경기도 포천시 일동면 수입리 628번지 2호 ,629-3,-5,-7,-9 ",,,2025-01-13
포천시,신길명목장,젖소,75,경기도 포천시 일동면 영일로764번길 44,경기도 포천시 일동면 길명리 256번지 2호  ,,,2025-01-13
포천시,원앙목장,젖소,150,경기도 포천시 일동면 새낭로215번길 68-232,경기도 포천시 일동면 사직리 1444번지  ,,,2025-01-13
포천시,북청목장,젖소,80,경기도 포천시 소흘읍 한성길 154-79,"경기도 포천시 소흘읍 고모리 891번지 ,797-68,888,889 ",,,2025-01-13
포천시,정재목장,젖소,59,경기도 포천시 소흘읍 초가팔로 8-70 (외1필지(473-1)),경기도 포천시 소흘읍 송우리 473번지 외1필지(473-1) ,,,2025-01-13
포천시,청산목장,젖소,80,경기도 포천시 창수면 창동로 74,경기도 포천시 창수면 오가리 450번지 3호  ,,,2025-01-13
포천시,권훈목장,젖소,0,경기도 포천시 영중면 먼재2길 15-25 (외1필지(38)),경기도 포천시 영중면 양문리 36번지 3호 외1필지(38) ,,,2025-01-13
포천시,양재목장,젖소,140,경기도 포천시 영중면 뻐꾹천길 60,경기도 포천시 영중면 양문리 644번지  ,,,2025-01-13
포천시,삼남매농장,젖소,70,경기도 포천시 영중면 먼재2길 32,경기도 포천시 영중면 양문리 67번지 1호  ,,,2025-01-13
포천시,삼팔선목장,젖소,118,경기도 포천시 영중면 먼재2길 90-16,"경기도 포천시 영중면 양문리 산 111번지 2호 ,195-2,196,197 ",,,2025-01-13
포천시,덕순목장,젖소,58,경기도 포천시 영중면 먼재2길 15-49,"경기도 포천시 영중면 양문리 35번지 ,30-2,36-2 ",,,2025-01-13
포천시,광화목장,젖소,120,"경기도 포천시 영중면 먼재2길 15-42, (양문리 28,29-1,-2)","경기도 포천시 영중면 양문리 28번지 (등 3필지 29-1, -2) ",,,2025-01-13
포천시,석연목장,젖소,107,경기도 포천시 영중면 나삼4길 43,"경기도 포천시 영중면 양문리 1118번지 1호 ,1116, 1117 ",,,2025-01-13
