순번,시군구명,업체명,소재지,신고일자,영업상태,주사육업종,등록허가여부,시설면적(제곱미터),데이터기준일자
336,진안군,전북특별자치도 축산연구소,전북특별자치도 진안군 성수면 신기리 654번지  ,2014-10-13,정상,한우,허가,11371.5,2026-01-07
337,진안군,영성농장,전북특별자치도 진안군 부귀면 두남리 408번지  ,2014-11-14,정상,육계,허가,3138,2026-01-07
338,진안군,석진농장,전북특별자치도 진안군 성수면 좌포리 746번지 1호  ,2014-11-21,정상,한우,등록,242.74,2026-01-07
339,진안군,샘골농장,전북특별자치도 진안군 성수면 좌포리 76번지 15호  ,2014-11-24,정상,육계,허가,3583,2026-01-07
340,진안군,구봉산농장,전북특별자치도 진안군 주천면 운봉리 889번지 1호  ,2014-12-08,정상,산양,등록,485,2026-01-07
341,진안군,현석농장,전북특별자치도 진안군 동향면 능금리 820번지  ,2014-12-24,정상,산양,등록,825,2026-01-07
342,진안군,운마1농장,전북특별자치도 진안군 부귀면 수항리 738번지 9호  ,2014-12-30,정상,육계,허가,5202,2026-01-07
343,진안군,운마2농장,전북특별자치도 진안군 부귀면 수항리 738번지 1호  ,2014-12-30,정상,육계,허가,4896,2026-01-07
344,진안군,무진농장,전북특별자치도 진안군 진안읍 오천리 1236번지 8호  ,2015-01-14,정상,한우,등록,429,2026-01-07
345,진안군,대진농장,전북특별자치도 진안군 진안읍 연장리 1622번지 68호  ,2015-01-15,정상,육계,허가,3447,2026-01-07
346,진안군,둥지농장,전북특별자치도 진안군 성수면 외궁리 282번지 2호  ,2015-01-21,정상,육계,허가,3675,2026-01-07
347,진안군,은철농장,전북특별자치도 진안군 진안읍 가림리 561번지 1호  ,2015-01-29,정상,한우,허가,358.1,2026-01-07
348,진안군,수희농장,"전북특별자치도 진안군 부귀면 거석리 3번지 14호 , 3-15 ",2015-01-29,정상,육계,허가,4481.73,2026-01-07
349,진안군,소뜰농장,전북특별자치도 진안군 진안읍 물곡리 762번지 10호  ,2015-02-11,정상,한우,허가,500,2026-01-07
350,진안군,소가산농장,전북특별자치도 진안군 동향면 대량리 산 40번지  ,2015-02-26,정상,산양,등록,120,2026-01-07
351,진안군,진안흑염소 농장,전북특별자치도 진안군 부귀면 세동리 569번지 1호  ,2015-02-13,정상,산양,등록,231,2026-01-07
352,진안군,알콩달콩 흑염소 농장,전북특별자치도 진안군 부귀면 세동리 산 128번지  ,2015-03-31,정상,산양,등록,297,2026-01-07
353,진안군,데미샘농장,전북특별자치도 진안군 백운면 남계리 620-2 외 1필지(620-3) ,2015-04-07,정상,육계,허가,3576,2026-01-07
354,진안군,진주농장,전북특별자치도 진안군 동향면 신송리 928번지  ,2015-04-22,정상,육계,등록,141,2026-01-07
355,진안군,마이산 흑염소 농장,"전북특별자치도 진안군 성수면 좌포리 120번지 ,121 ",2015-04-23,정상,염소,등록,396,2026-01-07
356,진안군,양명농장,전북특별자치도 진안군 주천면 운봉리 산 157번지  ,2015-05-19,정상,산양,등록,130,2026-01-07
357,진안군,마치농장,전북특별자치도 진안군 부귀면 오룡리 331번지  ,2015-05-19,정상,염소,등록,193,2026-01-07
358,진안군,털보농장,전북특별자치도 진안군 부귀면 세동리 산 117번지  ,2015-06-02,정상,산양,등록,320,2026-01-07
359,진안군,베르크농장,전북특별자치도 진안군 동향면 천동로 336-14,2015-07-29,정상,돼지,허가,2654.04,2026-01-07
360,진안군,기성농장,전북특별자치도 진안군 진안읍 물곡리 1241번지  ,2015-08-13,정상,한우,허가,448,2026-01-07
361,진안군,부귀보아염소농장,전북특별자치도 진안군 부귀면 오룡리 484번지 1호  ,2015-08-17,정상,산양,등록,168,2026-01-07
362,진안군,미소농장,전북특별자치도 진안군 부귀면 수항리 70번지 2호  ,2015-09-30,정상,한우,허가,657.62,2026-01-07
363,진안군,황금우농장,"전북특별자치도 진안군 부귀면 황금리 376번지 외 2필지(371-1,377-2) ",2015-12-07,정상,한우,허가,1160.3,2026-01-07
364,진안군,도원농장,전북특별자치도 진안군 안천면 백화리 1136번지 1호  ,2015-12-24,정상,육계,허가,3024,2026-01-07
365,진안군,일남농장,전북특별자치도 진안군 부귀면 세동리 산 135번지  ,2016-01-14,정상,염소,등록,408,2026-01-07
366,진안군,은천농장,전북특별자치도 진안군 진안읍 가림리 1478번지 2 ,2016-01-14,정상,염소,등록,330,2026-01-07
367,진안군,한우리농장,전북특별자치도 진안군 부귀면 봉암리 28번지  ,2016-02-16,정상,한우,허가,327.13,2026-01-07
368,진안군,깊은샘블루베리농장,전북특별자치도 진안군 성수면 중길로 159,2016-02-22,정상,육계,허가,200,2026-01-07
369,진안군,가막골농장,전북특별자치도 진안군 진안읍 가막리 709번지 1호  ,2016-02-22,정상,한우,허가,662.81,2026-01-07
370,진안군,금마2,전북특별자치도 진안군 진안읍 반월리 1511번지 1호  ,2016-02-23,정상,한우,허가,448,2026-01-07
371,진안군,텃골농장,전북특별자치도 진안군 마령면 텃골길 36,2016-03-14,정상,돼지,허가,2430.2,2026-01-07
372,진안군,원조골,전북특별자치도 진안군 백운면 259번지  ,2016-04-04,정상,산양,등록,40,2026-01-07
373,진안군,마이산축산,전북특별자치도 진안군 백운면 평장리 275번지  ,2016-05-03,정상,한우,허가,632.73,2026-01-07
374,진안군,광수농장,전북특별자치도 진안군 진안읍 정곡리 732번지 2호  ,2016-05-25,정상,한우,허가,398,2026-01-07
375,진안군,솔개골농장,"전북특별자치도 진안군 진안읍 연장리 1581,1581-2 ",2016-05-25,정상,한우,허가,295.29,2026-01-07
376,진안군,연수농장,전북특별자치도 진안군 성수면 구신리 1315번지 11호  ,2016-06-16,정상,한우,허가,613.14,2026-01-07
377,진안군,주암동농장,전북특별자치도 진안군 백운면 반송리 47번지  ,2016-07-04,정상,염소,등록,450,2026-01-07
378,진안군,승관농장,전북특별자치도 진안군 백운면 정송길 21-1,2016-07-04,정상,염소,등록,198.8,2026-01-07
379,진안군,소태정 흑염소목장,전북특별자치도 진안군 부귀면 소태정길 149-19,2016-07-25,정상,염소,등록,99,2026-01-07
380,진안군,농업회사법인 유한회사 거석,전북특별자치도 진안군 부귀면 거석리 385번지  ,2016-08-04,정상,산양,등록,400.8,2026-01-07
381,진안군,영옥농장,전북특별자치도 진안군 진안읍 오천리 1374번지  ,2016-08-04,정상,한우,허가,390,2026-01-07
382,진안군,우람목장,전북특별자치도 진안군 성수면 좌산리 1149번지  ,2019-10-25,정상,산양,등록,142,2026-01-07
383,진안군,자연농장,전북특별자치도 진안군 마령면 계서리 993번지 5호  ,2016-08-23,정상,육계,허가,4258,2026-01-07
384,진안군,시장건강원,전북특별자치도 진안군 진안읍 운산리 257번지 7호  ,2016-12-14,정상,염소,등록,155,2026-01-07
385,진안군,진(珍)흑염소농장,전북특별자치도 진안군 진안읍 연장리 686번지  ,2017-02-12,정상,염소,등록,570,2026-01-07
386,진안군,금계농원,전북특별자치도 진안군 부귀면 거석리 산 34번지  ,2017-03-02,정상,염소,등록,40,2026-01-07
387,진안군,다옴이농장,전북특별자치도 진안군 정천면 봉학리 산 15번지 1호  ,2017-03-17,정상,한우,허가,95,2026-01-07
388,진안군,신리농장,전북특별자치도 진안군 부귀면 신정리 125번지 1호  ,2017-05-24,정상,염소,등록,198,2026-01-07
389,진안군,동씨들농장,전북특별자치도 진안군 진안읍 가막리 865번지 5호  ,2017-05-24,정상,염소,등록,115,2026-01-07
390,진안군,상기농장,전북특별자치도 진안군 성수면 좌산리 157번지 4호  ,2017-06-16,정상,염소,등록,450,2026-01-07
391,진안군,태산농장2,전북특별자치도 진안군 마령면 덕천리 445번지 20호  ,2017-06-30,정상,돼지,허가,1778.2,2026-01-07
392,진안군,대윤 1농장,"전북특별자치도 진안군 마령면 계서리 707번지 ,708-3,1551-1,1589-1 ",2017-09-08,정상,육계,허가,2646,2026-01-07
393,진안군,둥지2농장,전북특별자치도 진안군 부귀면 두남리 408번지  ,2017-10-16,정상,육계,허가,3159,2026-01-07
394,진안군,소나무 농장 2,전북특별자치도 진안군 성수면 좌산리 1411번지  ,2017-10-16,정상,육우,허가,987.5,2026-01-07
395,진안군,승도농장,전북특별자치도 진안군 마령면 계서리 1497번지  ,2018-01-05,정상,한우,허가,352,2026-01-07
396,진안군,현대농장,전북특별자치도 진안군 부귀면 거석리 1156번지  ,2018-03-27,정상,한우,허가,268,2026-01-07
397,진안군,양지바른농장,전북특별자치도 진안군 진안읍 오천리 208번지  ,2018-03-30,정상,염소,등록,173.8,2026-01-07
398,진안군,알콩달콩 흑염소,전북특별자치도 진안군 부귀면 세동리 산 129번지  ,2018-07-31,정상,염소,등록,165.2,2026-01-07
399,진안군,성제농장,전북특별자치도 진안군 성수면 좌산리 840번지  ,2018-08-02,정상,염소,등록,100,2026-01-07
400,진안군,시원한 농장,전북특별자치도 진안군 진안읍 연장리 400번지  ,2018-08-14,정상,한우,허가,200,2026-01-07
401,진안군,은택농장,전북특별자치도 진안군 진안읍 반월리 542번지 4호  ,2018-09-21,정상,한우,허가,306,2026-01-07
402,진안군,승철농장,전북특별자치도 진안군 진안읍 물곡리 618번지 1호  ,2018-09-28,정상,젖소,허가,406,2026-01-07
403,진안군,정호농장,전북특별자치도 진안군 진안읍 물곡리 644번지 4호  ,2018-09-28,정상,젖소,허가,580,2026-01-07
404,진안군,미화농장,전북특별자치도 진안군 동향면 능금리 2417번지  ,2018-11-02,정상,한우,허가,782.8,2026-01-07
405,진안군,널티로 목장,전북특별자치도 진안군 마령면 덕천리 603번지 1호  ,2018-12-18,정상,한우,허가,352.44,2026-01-07
406,진안군,학선농장,전북특별자치도 진안군 동향면 학선리 1080번지  ,2018-12-27,정상,한우,허가,295.84,2026-01-07
407,진안군,단지골 농장,"전북특별자치도 진안군 성수면 좌포리 882번지 외 5필지(883, 1045, 1046-2, 1047, 1575-5) ",2019-01-04,정상,육계,허가,6786,2026-01-07
408,진안군,봉좌농장,전북특별자치도 진안군 성수면 좌포리 349번지  ,2019-01-04,정상,한우,허가,391.5,2026-01-07
409,진안군,나래목장,"전북특별자치도 진안군 진안읍 물곡리 759번지 18호 ,760 ",2019-02-21,정상,육우,허가,1025,2026-01-07
410,진안군,부귀농장,전북특별자치도 진안군 부귀면 오룡리 236번지 1호  ,2019-03-19,정상,한우,허가,512,2026-01-07
411,진안군,슬기 제2농장,전북특별자치도 진안군 진안읍 물곡리 850번지  ,2019-03-22,정상,육우,허가,399.5,2026-01-07
412,진안군,순환농장,전북특별자치도 진안군 동향면 학선리 72번지 3호  ,2019-04-04,정상,한우,허가,398.34,2026-01-07
413,진안군,진안마이산 보어목장,전북특별자치도 진안군 성수면 좌포리 119번지 2호  ,2019-04-04,정상,염소,등록,795.2,2026-01-07
414,진안군,연평농장,"전북특별자치도 진안군 동향면 신송리 278번지 ,280 ",2019-04-16,정상,한우,허가,712.8,2026-01-07
415,진안군,훈이네 농장,전북특별자치도 진안군 성수면 좌포리 980번지  ,2019-04-24,정상,육계,허가,2352,2026-01-07
416,진안군,상현농장,전북특별자치도 진안군 성수면 좌포리 440번지 5호  ,2019-05-01,정상,육계,허가,2894,2026-01-07
417,진안군,창성농장,전북특별자치도 진안군 진안읍 정곡리 390번지 9호  ,2019-05-16,정상,한우,허가,1093.69,2026-01-07
418,진안군,손석노,전북특별자치도 진안군 부귀면 세동리 383번지  ,2019-05-24,정상,염소,등록,168,2026-01-07
419,진안군,율현농장,전북특별자치도 진안군 안천면 백화리 182번지  ,2019-06-20,정상,한우,허가,399.5,2026-01-07
420,진안군,혜진농장,전북특별자치도 진안군 성수면 좌산리 965번지  ,2019-08-20,정상,한우,허가,169.63,2026-01-07
421,진안군,복술농장,"전북특별자치도 진안군 성수면 신기리 620번지 , 620-3 ",2019-08-21,정상,한우,허가,756.9,2026-01-07
422,진안군,만성농장,전북특별자치도 진안군 성수면 구신리 757번지 1호  ,2019-08-21,정상,한우,허가,160,2026-01-07
423,진안군,환주농장,"전북특별자치도 진안군 진안읍 반월리 349, 350번지  ",2019-09-05,정상,사슴,등록,424,2026-01-07
424,진안군,관수농장,전북특별자치도 진안군 진안읍 연장리 68번지  ,2019-09-27,정상,한우,허가,195.5,2026-01-07
425,진안군,금적골 농장,전북특별자치도 진안군 성수면 좌산리 461번지  ,2019-09-27,정상,염소,등록,140,2026-01-07
426,진안군,에덴농장,전북특별자치도 진안군 진안읍 연장리 773번지 1호  ,2019-10-08,정상,한우,허가,346.55,2026-01-07
427,진안군,마이산피그농업회사법인유한회사,전북특별자치도 진안군 마령면 계서리 992번지 1호  ,2019-10-14,정상,돼지,허가,5980.45,2026-01-07
428,진안군,성제농장2,전북특별자치도 진안군 성수면 좌산리 840번지 2호  ,2019-10-16,정상,한우,허가,77,2026-01-07
429,진안군,한우리 농장 1,전북특별자치도 진안군 부귀면 봉암리 31번지 1호  ,2019-10-16,정상,한우,허가,655.2,2026-01-07
430,진안군,우람목장,전북특별자치도 진안군 성수면 좌산리 1149번지  ,2019-10-29,정상,산양,등록,192,2026-01-07
431,진안군,청정 한우 농장,전북특별자치도 진안군 진안읍 가림리 1885번지 2호  ,2019-10-30,정상,한우,허가,369,2026-01-07
432,진안군,영수농장,전북특별자치도 진안군 부귀면 두남리 301번지 1호  ,2019-11-06,정상,육계,허가,3118,2026-01-07
433,진안군,사기점 농장 2,전북특별자치도 진안군 성수면 중길리 389번지 3호  ,2019-11-28,정상,한우,허가,275,2026-01-07
434,진안군,사기점 농장,전북특별자치도 진안군 성수면 중길리 389번지 3호  ,2019-11-29,정상,한우,허가,221.72,2026-01-07
435,진안군,승주농장,전북특별자치도 진안군 상전면 주평리 842번지 5호  ,2020-02-21,정상,한우,허가,202,2026-01-07
436,진안군,대호농장,전북특별자치도 진안군 마령면 계서리 463번지 3호  ,2020-03-13,정상,한우,허가,300.51,2026-01-07
437,진안군,장우농장,전북특별자치도 진안군 동향면 능금리 2231번지 29호  ,2020-04-01,정상,한우,허가,352,2026-01-07
438,진안군,무진장축협(2농장),전북특별자치도 진안군 마령면 계서리 555번지 2호  ,2020-05-13,정상,돼지,허가,849,2026-01-07
439,진안군,종엽농장,전북특별자치도 진안군 부귀면 세동리 815번지  ,2020-06-16,정상,산양,등록,576.24,2026-01-07
440,진안군,현진2농장,전북특별자치도 진안군 동향면 신송리 941번지  ,2020-06-22,정상,육계,허가,1495,2026-01-07
441,진안군,도형농장,"전북특별자치도 진안군 성수면 신기리 620번지 4호 , 620-5 ",2020-07-14,정상,한우,허가,760.9,2026-01-07
