사업장소재지,축종,사육마릿수,사육면적,데이터기준일
충청남도 공주시 유구읍 만천리 ,소,42,425,2026-06-08
충청남도 공주시 탄천면 정치리 ,소,3,71.5,2026-06-08
충청남도 공주시 탄천면 화정리 ,소,0,240,2026-06-08
충청남도 공주시 우성면 용봉리 ,소,118,1967,2026-06-08
충청남도 공주시 이인면 초봉리 ,소,31,400,2026-06-08
충청남도 공주시 우성면 상서리 ,소,40,538.9,2026-06-08
충청남도 공주시 이인면 신영리 ,소,17,585,2026-06-08
충청남도 공주시 사곡면 가교리 ,소,6,245,2026-06-08
충청남도 공주시 사곡면 계실리 ,소,0,58,2026-06-08
충청남도 공주시 우성면 목천리 ,소,18,667,2026-06-08
충청남도 공주시 계룡면 구왕리 ,소,57,489,2026-06-08
충청남도 공주시 유구읍 연종리 ,소,10,682,2026-06-08
충청남도 공주시 사곡면 화월리 ,소,85,2850,2026-06-08
충청남도 공주시 이인면 운암리 ,소,122,1554.4,2026-06-08
충청남도 공주시 우성면 방흥리 ,소,19,1239,2026-06-08
충청남도 공주시 우성면 내산리 ,소,5,1477.4,2026-06-08
충청남도 공주시 사곡면 신영리 ,소,85,1355,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,93,1804,2026-06-08
충청남도 공주시 우성면 평목리 ,소,0,1381.6,2026-06-08
충청남도 공주시 계룡면 내흥리 ,소,21,200,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,25,384,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,44,396,2026-06-08
충청남도 공주시 정안면 전평리 ,소,44,328,2026-06-08
충청남도 공주시 탄천면 분강리 ,소,44,587,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,25,274,2026-06-08
충청남도 공주시 석장리동 석장리동 ,소,0,26,2026-06-08
충청남도 공주시 정안면 정안면 ,소,35,684,2026-06-08
충청남도 공주시 검상동 검상동 ,소,15,360,2026-06-08
충청남도 공주시 의당면 요룡리 ,소,0,229.4,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,139,3677,2026-06-08
충청남도 공주시 계룡면 하대리 ,소,0,243,2026-06-08
충청남도 공주시 사곡면 월가리 ,소,1,479.5,2026-06-08
충청남도 공주시 탄천면 남산리 ,소,3,96,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,35,733,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,5,140,2026-06-08
충청남도 공주시 유구읍 명곡리 ,소,2,180,2026-06-08
충청남도 공주시 사곡면 호계리 ,소,11,264,2026-06-08
충청남도 공주시 이인면 구암리 ,소,9,535,2026-06-08
충청남도 공주시 송선동 송선동 ,소,2,240,2026-06-08
충청남도 공주시 우성면 대성리 ,소,9,399,2026-06-08
충청남도 공주시 탄천면 견동리 ,소,0,600,2026-06-08
충청남도 공주시 우성면 내산리 ,소,8,228,2026-06-08
충청남도 공주시 이인면 이곡리 ,소,0,291,2026-06-08
충청남도 공주시 계룡면 하대리 ,소,22,730,2026-06-08
충청남도 공주시 탄천면 화정리 ,소,1,806,2026-06-08
충청남도 공주시 상왕동 상왕동 ,소,37,759,2026-06-08
충청남도 공주시 의당면 덕학리 ,소,39,446.4,2026-06-08
충청남도 공주시 우성면 우성면 ,소,5,174.4,2026-06-08
충청남도 공주시 상왕동 상왕동 ,소,9,368,2026-06-08
충청남도 공주시 탄천면 남산리 ,소,5,409,2026-06-08
충청남도 공주시 탄천면 화정리 ,소,3,399,2026-06-08
충청남도 공주시 의당면 월곡리 ,소,14,400,2026-06-08
충청남도 공주시 정안면 인풍리 ,소,12,250,2026-06-08
충청남도 공주시 우성면 대성리 ,소,35,1124.7,2026-06-08
충청남도 공주시 우성면 대성리 ,소,390,2594,2026-06-08
충청남도 공주시 우성면 방문리 ,소,0,1322,2026-06-08
충청남도 공주시 이인면 만수리 ,소,40,886,2026-06-08
충청남도 공주시 오곡동 오곡동 ,소,25,180.5,2026-06-08
충청남도 공주시 이인면 용성리 ,소,3,50,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,20,890,2026-06-08
충청남도 공주시 탄천면 삼각리 ,소,29,961,2026-06-08
충청남도 공주시 계룡면 구왕리 ,소,27,448,2026-06-08
충청남도 공주시 우성면 방문리 ,소,239,3040,2026-06-08
충청남도 공주시 우성면 동곡리 산,소,44,977,2026-06-08
충청남도 공주시 유구읍 유구읍 ,소,20,289.4,2026-06-08
충청남도 공주시 신풍면 신풍면 ,소,6,62,2026-06-08
충청남도 공주시 사곡면 사곡면 ,소,0,48,2026-06-08
충청남도 공주시 계룡면 내흥리 ,소,0,327,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,2,200,2026-06-08
충청남도 공주시 사곡면 고당리 ,소,7,200,2026-06-08
충청남도 공주시 우성면 방문리 ,소,207,2756,2026-06-08
충청남도 공주시 계룡면 금대리 ,소,127,900,2026-06-08
충청남도 공주시 오곡동 오곡동 ,소,18,288.7,2026-06-08
충청남도 공주시 탄천면 견동리 ,소,3,180,2026-06-08
충청남도 공주시 계룡면 화은리 ,소,17,187.9,2026-06-08
충청남도 공주시 의당면 중흥리 ,소,20,882,2026-06-08
충청남도 공주시 이인면 주봉리 ,소,18,400,2026-06-08
충청남도 공주시 유구읍 덕곡리 ,소,60,650.6,2026-06-08
충청남도 공주시 계룡면 경천리 ,소,24,400,2026-06-08
충청남도 공주시 정안면 화봉리 ,소,16,702,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,52,288,2026-06-08
충청남도 공주시 우성면 동곡리 ,소,23,1400,2026-06-08
충청남도 공주시 계룡면 하대리 ,소,83,950,2026-06-08
충청남도 공주시 탄천면 광명리 ,소,34,750,2026-06-08
충청남도 공주시 정안면 보물리 ,소,12,224,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,23,1950,2026-06-08
충청남도 공주시 계룡면 내흥리 ,소,62,893,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,0,297,2026-06-08
충청남도 공주시 우성면 용봉리 ,소,125,1165.3,2026-06-08
충청남도 공주시 봉정동 봉정동 ,소,4,200,2026-06-08
충청남도 공주시 오곡동 오곡동 ,소,0,50,2026-06-08
충청남도 공주시 정안면 내촌리 ,소,16,358.7,2026-06-08
충청남도 공주시 월송동 월송동 ,소,11,256,2026-06-08
충청남도 공주시 동현동 동현동 ,소,2,336,2026-06-08
충청남도 공주시 신풍면 쌍대리 ,소,13,541.8,2026-06-08
충청남도 공주시 신풍면 산정리 ,소,67,992,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,1,139,2026-06-08
충청남도 공주시 이인면 이인면 ,소,66,943,2026-06-08
충청남도 공주시 탄천면 덕지리 ,소,285,2998,2026-06-08
충청남도 공주시 계룡면 기산리 ,소,38,398,2026-06-08
충청남도 공주시 신풍면 청흥리 ,소,47,400,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,139,3677,2026-06-08
충청남도 공주시 사곡면 가교리 ,소,4,133.6,2026-06-08
충청남도 공주시 우성면 용봉리 ,소,13,375,2026-06-08
충청남도 공주시 유구읍 녹천리 ,소,15,270,2026-06-08
충청남도 공주시 유구읍 만천리 ,소,17,237,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,45,1400,2026-06-08
충청남도 공주시 이인면 신흥리 ,소,43,352.8,2026-06-08
충청남도 공주시 정안면 내문리 ,소,41,518,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,8,284,2026-06-08
충청남도 공주시 우성면 상서리 ,소,29,520,2026-06-08
충청남도 공주시 봉정동 봉정동 ,소,4,179,2026-06-08
충청남도 공주시 우성면 방흥리 ,소,32,541,2026-06-08
충청남도 공주시 탄천면 송학리 산,소,12,384,2026-06-08
충청남도 공주시 우성면 용봉리 ,소,0,160,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,2,450,2026-06-08
충청남도 공주시 이인면 신영리 ,소,2,440,2026-06-08
충청남도 공주시 의당면 의당면 ,소,7,56,2026-06-08
충청남도 공주시 의당면 율정리 ,소,58,931.5,2026-06-08
충청남도 공주시 우성면 상서리 ,소,3,145.2,2026-06-08
충청남도 공주시 상왕동 상왕동 ,소,0,312,2026-06-08
충청남도 공주시 봉정동 봉정동 ,소,2,129,2026-06-08
충청남도 공주시 우성면 방흥리 ,소,6,163.2,2026-06-08
충청남도 공주시 계룡면 구왕리 ,소,23,875,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,7,300,2026-06-08
충청남도 공주시 이인면 발양리 ,소,8,450,2026-06-08
충청남도 공주시 탄천면 덕지리 ,소,1,348,2026-06-08
충청남도 공주시 송선동 송선동 ,소,0,294,2026-06-08
충청남도 공주시 우성면 방흥리 ,소,21,355,2026-06-08
충청남도 공주시 우성면 목천리 ,소,0,401,2026-06-08
충청남도 공주시 우성면 내산리 ,소,0,366.6,2026-06-08
충청남도 공주시 사곡면 화월리 ,소,6,216,2026-06-08
충청남도 공주시 우성면 내산리 ,소,5,293.2,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,2,200,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,43,1526.4,2026-06-08
충청남도 공주시 탄천면 광명리 ,소,0,408,2026-06-08
충청남도 공주시 탄천면 성리 ,소,42,1199,2026-06-08
충청남도 공주시 사곡면 계실리 산,소,32,1527.8,2026-06-08
충청남도 공주시 탄천면 운곡리 ,소,48,875,2026-06-08
충청남도 공주시 계룡면 향지리 ,소,128,2120,2026-06-08
충청남도 공주시 의당면 의당면 ,소,6,140,2026-06-08
충청남도 공주시 우성면 내산리 ,소,135,948,2026-06-08
충청남도 공주시 우성면 동곡리 ,소,38,1170,2026-06-08
충청남도 공주시 사곡면 부곡리 ,소,13,500,2026-06-08
충청남도 공주시 유구읍 유구읍 ,소,13,502,2026-06-08
충청남도 공주시 쌍신동 쌍신동 ,소,39,1196,2026-06-08
충청남도 공주시 사곡면 운암리 ,소,16,153.5,2026-06-08
충청남도 공주시 유구읍 입석리 ,소,8,274,2026-06-08
충청남도 공주시 이인면 주봉리 ,소,4,759.6,2026-06-08
충청남도 공주시 정안면 보물리 ,소,72,1144,2026-06-08
충청남도 공주시 계룡면 화은리 ,소,58,1458,2026-06-08
충청남도 공주시 정안면 대산리 ,소,50,525,2026-06-08
충청남도 공주시 탄천면 정치리 ,소,16,300,2026-06-08
충청남도 공주시 이인면 이인리 ,소,16,930,2026-06-08
충청남도 공주시 정안면 정안면 ,소,27,387,2026-06-08
충청남도 공주시 탄천면 남산리 ,소,70,857,2026-06-08
충청남도 공주시 탄천면 삼각리 ,소,15,639.2,2026-06-08
충청남도 공주시 정안면 어물리 ,소,87,1663,2026-06-08
충청남도 공주시 우성면 반촌리 ,소,9,1020,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,0,525,2026-06-08
충청남도 공주시 우성면 상서리 ,소,31,1673,2026-06-08
충청남도 공주시 사곡면 부곡리 ,소,21,375,2026-06-08
충청남도 공주시 사곡면 회학리 ,소,59,886.4,2026-06-08
충청남도 공주시 정안면 정안면 ,소,5,45,2026-06-08
충청남도 공주시 유구읍 녹천리 ,소,52,825,2026-06-08
충청남도 공주시 계룡면 구왕리 ,소,27,448,2026-06-08
충청남도 공주시 유구읍 신달리 ,소,42,355,2026-06-08
충청남도 공주시 우성면 방흥리 ,소,0,3250,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,10,157,2026-06-08
충청남도 공주시 의당면 월곡리 ,소,142,1386,2026-06-08
충청남도 공주시 계룡면 내흥리 ,소,10,252.5,2026-06-08
충청남도 공주시 우성면 내산리 ,소,0,174.9,2026-06-08
충청남도 공주시 정안면 북계리 ,소,0,352.4,2026-06-08
충청남도 공주시 정안면 북계리 ,소,0,976,2026-06-08
충청남도 공주시 우성면 내산리 ,소,0,55,2026-06-08
충청남도 공주시 우성면 방문리 ,소,188,3275,2026-06-08
충청남도 공주시 정안면 화봉리 ,소,41,990,2026-06-08
충청남도 공주시 의당면 덕학리 ,소,22,300,2026-06-08
충청남도 공주시 정안면 사현리 ,소,8,364,2026-06-08
충청남도 공주시 이인면 이인리 ,소,8,420,2026-06-08
충청남도 공주시 송선동 송선동 ,소,0,600,2026-06-08
충청남도 공주시 이인면 발양리 ,소,3,194.3,2026-06-08
충청남도 공주시 의당면 월곡리 ,소,1,1375,2026-06-08
충청남도 공주시 의당면 의당면 ,소,10,1300,2026-06-08
충청남도 공주시 월미동 월미동 ,소,10,1573,2026-06-08
충청남도 공주시 탄천면 가척리 ,소,15,192,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,103,1566,2026-06-08
충청남도 공주시 우성면 방문리 ,소,22,400,2026-06-08
충청남도 공주시 계룡면 기산리 ,소,21,386,2026-06-08
충청남도 공주시 정안면 대산리 ,소,47,804,2026-06-08
충청남도 공주시 이인면 이인리 ,소,13,583,2026-06-08
충청남도 공주시 의당면 유계리 ,소,0,400,2026-06-08
충청남도 공주시 우성면 한천리 ,소,25,510,2026-06-08
충청남도 공주시 탄천면 송학리 ,소,3,157,2026-06-08
충청남도 공주시 의당면 중흥리 ,소,43,1835.3,2026-06-08
충청남도 공주시 이인면 복룡리 ,소,13,260,2026-06-08
충청남도 공주시 탄천면 대학리 ,소,5,62,2026-06-08
충청남도 공주시 계룡면 하대리 ,소,1,238,2026-06-08
충청남도 공주시 이인면 산의리 ,소,53,840,2026-06-08
충청남도 공주시 정안면 보물리 ,소,12,398,2026-06-08
충청남도 공주시 유구읍 문금리 ,소,11,441,2026-06-08
충청남도 공주시 우성면 도천리 ,소,13,202.1,2026-06-08
충청남도 공주시 정안면 화봉리 ,소,44,552,2026-06-08
충청남도 공주시 이인면 신영리 ,소,60,577,2026-06-08
충청남도 공주시 이인면 구암리 ,소,45,366,2026-06-08
충청남도 공주시 정안면 대산리 ,소,13,126,2026-06-08
충청남도 공주시 탄천면 가척리 ,소,2,100,2026-06-08
충청남도 공주시 계룡면 월곡리 ,소,17,480,2026-06-08
충청남도 공주시 사곡면 신영리 산,소,0,550,2026-06-08
충청남도 공주시 이인면 오룡리 ,소,0,168,2026-06-08
충청남도 공주시 정안면 보물리 ,소,86,1360,2026-06-08
충청남도 공주시 신풍면 백룡리 ,소,30,250,2026-06-08
충청남도 공주시 이인면 신영리 ,소,45,737.4,2026-06-08
충청남도 공주시 사곡면 계실리 산,소,15,403,2026-06-08
충청남도 공주시 우성면 대성리 ,소,41,798,2026-06-08
충청남도 공주시 신풍면 봉갑리 ,소,19,373.3,2026-06-08
충청남도 공주시 신풍면 봉갑리 ,소,5,248.8,2026-06-08
충청남도 공주시 이인면 신흥리 ,소,0,598,2026-06-08
충청남도 공주시 의당면 청룡리 ,소,17,393,2026-06-08
충청남도 공주시 우성면 대성리 ,소,67,384,2026-06-08
충청남도 공주시 검상동 검상동 ,소,41,1313,2026-06-08
충청남도 공주시 이인면 신영리 ,소,16,580.4,2026-06-08
충청남도 공주시 우성면 목천리 ,소,8,912,2026-06-08
충청남도 공주시 사곡면 가교리 ,소,26,521,2026-06-08
충청남도 공주시 사곡면 호계리 ,소,0,0,2026-06-08
충청남도 공주시 우성면 내산리 ,소,30,208,2026-06-08
충청남도 공주시 정안면 대산리 ,소,3,158.7,2026-06-08
충청남도 공주시 정안면 보물리 ,소,91,1500,2026-06-08
충청남도 공주시 이인면 구암리 ,소,0,0,2026-06-08
충청남도 공주시 우성면 오동리 ,소,4,100,2026-06-08
충청남도 공주시 신풍면 봉갑리 ,소,0,384,2026-06-08
충청남도 공주시 계룡면 금대리 ,소,50,2856.8,2026-06-08
충청남도 공주시 우성면 방흥리 ,소,9,290,2026-06-08
충청남도 공주시 이인면 목동리 ,소,5,50,2026-06-08
충청남도 공주시 우성면 우성면 ,소,0,67.5,2026-06-08
충청남도 공주시 탄천면 탄천면 ,소,8,250,2026-06-08
충청남도 공주시 우성면 대성리 ,소,34,384,2026-06-08
충청남도 공주시 계룡면 계룡면 ,소,83,1896.6,2026-06-08
충청남도 공주시 우성면 방문리 ,소,241,3156,2026-06-08
충청남도 공주시 이인면 만수리 ,소,30,1163.2,2026-06-08
충청남도 공주시 월미동 월미동 ,소,63,2202,2026-06-08
충청남도 공주시 이인면 이인리 ,소,1,112,2026-06-08
충청남도 공주시 우성면 방문리 ,소,54,2165.7,2026-06-08
충청남도 공주시 탄천면 대학리 ,소,24,800,2026-06-08
충청남도 공주시 이인면 만수리 ,소,64,855.5,2026-06-08
충청남도 공주시 우성면 내산리 ,소,32,1179.9,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,30,504.9,2026-06-08
충청남도 공주시 계룡면 화은리 ,소,6,300,2026-06-08
충청남도 공주시 이인면 초봉리 ,소,5,495,2026-06-08
충청남도 공주시 탄천면 송학리 ,소,0,365.2,2026-06-08
충청남도 공주시 유구읍 유구리 ,소,36,390,2026-06-08
충청남도 공주시 의당면 유계리 ,소,9,640,2026-06-08
충청남도 공주시 유구읍 입석리 ,소,64,1600,2026-06-08
충청남도 공주시 유구읍 탑곡리 ,소,4,170,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,49,416.3,2026-06-08
충청남도 공주시 계룡면 죽곡리 ,소,56,1634,2026-06-08
충청남도 공주시 탄천면 송학리 ,소,11,792.7,2026-06-08
충청남도 공주시 사곡면 회학리 산,소,4,597.7,2026-06-08
충청남도 공주시 계룡면 화헌리 ,소,260,3200,2026-06-08
충청남도 공주시 정안면 정안면 ,소,94,916.1,2026-06-08
충청남도 공주시 계룡면 중장리 ,소,51,900,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,21,750,2026-06-08
충청남도 공주시 이인면 반송리 ,소,45,607,2026-06-08
충청남도 공주시 송선동 송선동 ,소,19,276,2026-06-08
충청남도 공주시 정안면 어물리 ,소,32,576,2026-06-08
충청남도 공주시 탄천면 장선리 ,소,165,2574,2026-06-08
충청남도 공주시 이인면 이인면 ,소,34,1064,2026-06-08
충청남도 공주시 계룡면 계룡면 ,소,94,1782.5,2026-06-08
충청남도 공주시 의당면 의당면 ,소,17,1381,2026-06-08
충청남도 공주시 유구읍 유구읍 ,소,3,157,2026-06-08
충청남도 공주시 계룡면 경천리 ,소,105,1244,2026-06-08
충청남도 공주시 계룡면 내흥리 산,소,112,2482,2026-06-08
충청남도 공주시 이인면 구암리 ,소,13,250,2026-06-08
충청남도 공주시 이인면 목동리 ,소,36,1000,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,80,2167.5,2026-06-08
충청남도 공주시 탄천면 정치리 산,소,8,461.9,2026-06-08
충청남도 공주시 우성면 방문리 ,소,49,1680,2026-06-08
충청남도 공주시 유구읍 탑곡리 ,소,26,401,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,53,1785,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,38,998,2026-06-08
충청남도 공주시 이인면 발양리 ,소,92,1602.4,2026-06-08
충청남도 공주시 탄천면 덕지리 ,소,0,496.6,2026-06-08
충청남도 공주시 탄천면 유하리 ,소,5,108,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,13,432,2026-06-08
충청남도 공주시 우성면 목천리 ,소,15,340,2026-06-08
충청남도 공주시 의당면 월곡리 ,소,32,495,2026-06-08
충청남도 공주시 의당면 오인리 ,소,23,198,2026-06-08
충청남도 공주시 검상동 검상동 ,소,5,375,2026-06-08
충청남도 공주시 계룡면 죽곡리 ,소,129,1498,2026-06-08
충청남도 공주시 우성면 오동리 ,소,57,519,2026-06-08
충청남도 공주시 정안면 장원리 ,소,45,666,2026-06-08
충청남도 공주시 계룡면 하대리 ,소,0,791,2026-06-08
충청남도 공주시 계룡면 화헌리 ,소,24,499,2026-06-08
충청남도 공주시 이인면 복룡리 ,소,16,455,2026-06-08
충청남도 공주시 탄천면 광명리 ,소,4,75,2026-06-08
충청남도 공주시 유구읍 만천리 ,소,0,845,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,2,198,2026-06-08
충청남도 공주시 무릉동 무릉동 ,소,0,81,2026-06-08
충청남도 공주시 소학동 소학동 ,소,9,350,2026-06-08
충청남도 공주시 우성면 동대리 ,소,62,904.7,2026-06-08
충청남도 공주시 이인면 반송리 ,소,2,50,2026-06-08
충청남도 공주시 유구읍 백교리 ,소,3,100,2026-06-08
충청남도 공주시 우성면 방흥리 ,소,6,138.8,2026-06-08
충청남도 공주시 탄천면 탄천면 ,소,25,608.1,2026-06-08
충청남도 공주시 우성면 죽당리 ,소,1,193.6,2026-06-08
충청남도 공주시 탄천면 정치리 ,소,12,393.3,2026-06-08
충청남도 공주시 탄천면 송학리 ,소,0,166,2026-06-08
충청남도 공주시 월미동 월미동 ,소,80,1570.8,2026-06-08
충청남도 공주시 탄천면 견동리 ,소,79,1892.7,2026-06-08
충청남도 공주시 계룡면 양화리 ,소,3,96.8,2026-06-08
충청남도 공주시 사곡면 가교리 ,소,0,68.8,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,0,90,2026-06-08
충청남도 공주시 반포면 마암리 ,소,3,320,2026-06-08
충청남도 공주시 탄천면 가척리 ,소,4,330,2026-06-08
충청남도 공주시 우성면 내산리 ,소,6,131,2026-06-08
충청남도 공주시 이인면 반송리 ,소,70,524,2026-06-08
충청남도 공주시 이인면 신흥리 ,소,24,420,2026-06-08
충청남도 공주시 반포면 송곡리 ,소,29,1291.5,2026-06-08
충청남도 공주시 동현동 동현동 ,소,4,120,2026-06-08
충청남도 공주시 계룡면 금대리 ,소,28,1726,2026-06-08
충청남도 공주시 사곡면 화월리 ,소,6,151.6,2026-06-08
충청남도 공주시 이인면 만수리 ,소,42,1015.7,2026-06-08
충청남도 공주시 유구읍 연종리 ,소,6,225,2026-06-08
충청남도 공주시 탄천면 분강리 ,소,1,80,2026-06-08
충청남도 공주시 이인면 반송리 ,소,83,2078,2026-06-08
충청남도 공주시 송선동 송선동 ,소,60,1353,2026-06-08
충청남도 공주시 탄천면 삼각리 ,소,25,1626.2,2026-06-08
충청남도 공주시 탄천면 정치리 ,소,13,160,2026-06-08
충청남도 공주시 이인면 발양리 ,소,14,995.8,2026-06-08
충청남도 공주시 이인면 반송리 ,소,7,491.7,2026-06-08
충청남도 공주시 쌍신동 쌍신동 ,소,88,800,2026-06-08
충청남도 공주시 유구읍 유구리 ,소,42,954,2026-06-08
충청남도 공주시 의당면 덕학리 ,소,15,822,2026-06-08
충청남도 공주시 신풍면 입동리 ,소,57,665.6,2026-06-08
충청남도 공주시 이인면 이곡리 ,소,95,1000,2026-06-08
충청남도 공주시 사곡면 부곡리 ,소,28,715,2026-06-08
충청남도 공주시 오곡동 오곡동 ,소,0,190.2,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,27,2400,2026-06-08
충청남도 공주시 우성면 상서리 ,소,67,1485,2026-06-08
충청남도 공주시 탄천면 삼각리 ,소,12,670.7,2026-06-08
충청남도 공주시 이인면 초봉리 ,소,8,305.2,2026-06-08
충청남도 공주시 우성면 봉현리 ,소,24,1250,2026-06-08
충청남도 공주시 이인면 발양리 ,소,48,1000.1,2026-06-08
충청남도 공주시 정안면 보물리 ,소,56,996.3,2026-06-08
충청남도 공주시 우성면 평목리 ,소,34,684,2026-06-08
충청남도 공주시 우성면 신웅리 ,소,47,1317.5,2026-06-08
충청남도 공주시 유구읍 추계리 ,소,0,210,2026-06-08
충청남도 공주시 우성면 상서리 ,소,0,146.2,2026-06-08
충청남도 공주시 우성면 방흥리 ,소,3,319,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,26,720,2026-06-08
충청남도 공주시 사곡면 회학리 ,소,76,780.4,2026-06-08
충청남도 공주시 유구읍 신달리 ,소,14,420,2026-06-08
충청남도 공주시 탄천면 송학리 ,소,23,524,2026-06-08
충청남도 공주시 사곡면 부곡리 ,소,16,375,2026-06-08
충청남도 공주시 우성면 동곡리 ,소,13,230,2026-06-08
충청남도 공주시 탄천면 송학리 ,소,3,320,2026-06-08
충청남도 공주시 이인면 초봉리 ,소,5,220,2026-06-08
충청남도 공주시 신기동 신기동 ,소,0,20,2026-06-08
충청남도 공주시 탄천면 송학리 ,소,0,119,2026-06-08
충청남도 공주시 쌍신동 쌍신동 ,소,0,644,2026-06-08
충청남도 공주시 이인면 주봉리 ,소,16,133.1,2026-06-08
충청남도 공주시 우성면 동곡리 ,소,2,310,2026-06-08
충청남도 공주시 이인면 신흥리 ,소,18,398,2026-06-08
충청남도 공주시 신풍면 봉갑리 ,소,37,1286,2026-06-08
충청남도 공주시 우성면 상서리 ,소,14,489,2026-06-08
충청남도 공주시 정안면 월산리 ,소,26,202.5,2026-06-08
충청남도 공주시 의당면 청룡리 ,소,127,1801,2026-06-08
충청남도 공주시 계룡면 경천리 ,소,125,1900,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,0,2865,2026-06-08
충청남도 공주시 우성면 방문리 ,소,0,2033,2026-06-08
충청남도 공주시 검상동 검상동 ,소,11,269.6,2026-06-08
충청남도 공주시 신풍면 동원리 ,소,21,504,2026-06-08
충청남도 공주시 우성면 귀산리 ,소,13,192,2026-06-08
충청남도 공주시 우성면 용봉리 ,소,3,888,2026-06-08
충청남도 공주시 사곡면 계실리 ,소,1,215,2026-06-08
충청남도 공주시 탄천면 남산리 ,소,0,194,2026-06-08
충청남도 공주시 사곡면 계실리 ,소,0,243,2026-06-08
충청남도 공주시 탄천면 대학리 ,소,0,40,2026-06-08
충청남도 공주시 정안면 대산리 ,소,5,84,2026-06-08
충청남도 공주시 이인면 목동리 ,소,8,120.2,2026-06-08
충청남도 공주시 이인면 달산리 ,소,22,320,2026-06-08
충청남도 공주시 계룡면 화은리 ,소,10,817,2026-06-08
충청남도 공주시 계룡면 기산리 ,소,0,393,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,4,78,2026-06-08
충청남도 공주시 우성면 방문리 ,소,147,2800,2026-06-08
충청남도 공주시 탄천면 정치리 ,소,0,323,2026-06-08
충청남도 공주시 탄천면 가척리 ,소,2,58.5,2026-06-08
충청남도 공주시 유구읍 노동리 ,소,0,50.8,2026-06-08
충청남도 공주시 정안면 화봉리 ,소,128,1018.6,2026-06-08
충청남도 공주시 탄천면 가척리 ,소,19,408,2026-06-08
충청남도 공주시 이인면 반송리 ,소,54,677,2026-06-08
충청남도 공주시 유구읍 유구리 ,소,0,2878.8,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,0,297,2026-06-08
충청남도 공주시 오곡동 오곡동 ,소,0,270,2026-06-08
충청남도 공주시 정안면 대산리 ,소,15,263.7,2026-06-08
충청남도 공주시 계룡면 기산리 ,소,11,360,2026-06-08
충청남도 공주시 검상동 검상동 ,소,10,213.6,2026-06-08
충청남도 공주시 신풍면 청흥리 ,소,4,319,2026-06-08
충청남도 공주시 이인면 복룡리 ,소,15,336,2026-06-08
충청남도 공주시 이인면 만수리 ,소,14,798,2026-06-08
충청남도 공주시 우성면 상서리 ,소,63,1707.8,2026-06-08
충청남도 공주시 우성면 방문리 ,소,42,792,2026-06-08
충청남도 공주시 탄천면 삼각리 ,소,64,1000,2026-06-08
충청남도 공주시 반포면 마암리 ,소,14,1154,2026-06-08
충청남도 공주시 신풍면 봉갑리 ,소,0,373.3,2026-06-08
충청남도 공주시 의당면 가산리 ,소,18,305,2026-06-08
충청남도 공주시 탄천면 남산리 ,소,70,574,2026-06-08
충청남도 공주시 우성면 한천리 ,소,3,250,2026-06-08
충청남도 공주시 이인면 이인리 ,소,0,900,2026-06-08
충청남도 공주시 탄천면 덕지리 ,소,0,960,2026-06-08
충청남도 공주시 유구읍 명곡리 ,소,5,135,2026-06-08
충청남도 공주시 탄천면 탄천면 ,소,2,84,2026-06-08
충청남도 공주시 우성면 우성면 ,소,7,66,2026-06-08
충청남도 공주시 신풍면 신풍면 ,소,83,2106,2026-06-08
충청남도 공주시 탄천면 운곡리 ,소,46,950,2026-06-08
충청남도 공주시 탄천면 삼각리 ,소,63,924,2026-06-08
