시군명,농장명,축종명,사육두수,소재지도로명주소,소재지지번주소,데이터기준일자
여주시,승진목장,젖소,22,경기도 여주시 흥천면 금대울로 127 (외1필지),경기도 여주시 흥천면 복대리 499번지 1호 외1필지 ,2026-06-18
여주시,고성목장,젖소,42,경기도 여주시 흥천면 늪말길 58,경기도 여주시 흥천면 복대리 397번지 3호  ,2026-06-18
여주시,복성목장,젖소,75,경기도 여주시 점동면 처리2길 144-1,경기도 여주시 점동면 처리 산 49번지 1호 외 1번지(72-5) ,2026-06-18
여주시,다온목장,젖소,90,경기도 여주시 점동면 삼정길 100,경기도 여주시 점동면 덕평리 392번지  ,2026-06-18
여주시,송이목장,젖소,110,경기도 여주시 점동면 장여로 1264,경기도 여주시 점동면 처리 571번지 외 1필지(571-2) ,2026-06-18
여주시,고은목장,젖소,142,경기도 여주시 점동면 청안리길 84-1,"경기도 여주시 점동면 청안리 453번지 외3필지(453-1,451-2,448-4) ",2026-06-18
여주시,경인목장,젖소,154,경기도 여주시 가남읍 금당5길 149,경기도 여주시 가남읍 금당리 5번지 37호 외 1필지(5-38) ,2026-06-18
여주시,황우목장,젖소,65,경기도 여주시 가남읍 금당5길 70-30,경기도 여주시 가남읍 금당리 45번지  ,2026-06-18
여주시,윤희목장,젖소,50,경기도 여주시 가남읍 금당5길 26,경기도 여주시 가남읍 금당리 52번지 14호  ,2026-06-18
여주시,원근목장,젖소,60,경기도 여주시 가남읍 가남로 280,경기도 여주시 가남읍 양귀리 156번지 4호 외2필지 ,2026-06-18
여주시,현필목장,젖소,54,경기도 여주시 가남읍 은봉길 88,경기도 여주시 가남읍 은봉리 549번지 6호 외 5필지 ,2026-06-18
여주시,원민목장,젖소,55,경기도 여주시 흥천면 금대울로 204-95,경기도 여주시 흥천면 복대리 143번지  ,2026-06-18
여주시,신미목장,젖소,104,경기도 여주시 흥천면 금대울로 204-106,"경기도 여주시 흥천면 복대리 153번지 1호 (외3필지,149,153-1,153-11) ",2026-06-18
여주시,흥복목장,젖소,112,경기도 여주시 흥천면 금대울로 204-122,경기도 여주시 흥천면 복대리 139번지 2호  ,2026-06-18
여주시,성열목장,젖소,114,경기도 여주시 흥천면 금대울로 204-87,경기도 여주시 흥천면 복대리 136번지 1호  ,2026-06-18
여주시,달굼목장,젖소,41,경기도 여주시 흥천면 신율로 252-37,경기도 여주시 흥천면 율극리 60번지 8호  ,2026-06-18
여주시,연순목장,젖소,60,경기도 여주시 흥천면 능북로 163-37,경기도 여주시 흥천면 율극리 232번지  ,2026-06-18
여주시,구춘목장,젖소,44,경기도 여주시 흥천면 신근안터길 24-11,경기도 여주시 흥천면 신근리 706번지 외 2필지 ,2026-06-18
여주시,면근목장,젖소,48,경기도 여주시 흥천면 시광길 37-77,경기도 여주시 흥천면 신근리 862번지 3호  ,2026-06-18
여주시,혜란목장,젖소,54,경기도 여주시 흥천면 은골길 85-1,경기도 여주시 흥천면 신근리 7번지 외 1필지(8) ,2026-06-18
여주시,혜지목장,젖소,59,경기도 여주시 흥천면 청당길 136,"경기도 여주시 흥천면 대당리 362번지 1호 (외 4필지,362-1,-32,362-2,-3) ",2026-06-18
여주시,구림목장,젖소,63,경기도 여주시 흥천면 청당길 108-15,경기도 여주시 흥천면 대당리 360번지 13호 외2필지 ,2026-06-18
여주시,온방농장,젖소,162,"경기도 여주시 흥천면 남산로 54, 외 60","경기도 여주시 흥천면 외사리 171번지 외 2필지(171-2, 172) ",2026-06-18
여주시,예당목장,젖소,69,경기도 여주시 흥천면 군위실길 66-68,경기도 여주시 흥천면 다대리 511번지 4호  ,2026-06-18
여주시,초원목장,젖소,122,경기도 여주시 흥천면 군위실길 66-70,"경기도 여주시 흥천면 다대리 514번지 1호 외 3필지(515,516-1,548-7) ",2026-06-18
여주시,시정목장,젖소,76,경기도 여주시 흥천면 금대울로 214-94,경기도 여주시 흥천면 복대리 135번지 1호 외2필지 ,2026-06-18
여주시,보현목장,젖소,45,경기도 여주시 흥천면 금대울로 184-59,경기도 여주시 흥천면 복대리 199번지 8호  ,2026-06-18
여주시,지명목장,젖소,60,경기도 여주시 흥천면 군위실길 159-14,"경기도 여주시 흥천면 다대리 113번지 외 3필지(113-1, 113-2, 436) ",2026-06-18
여주시,임마누엘목장,젖소,70,경기도 여주시 가남읍 가남로 700-120,경기도 여주시 가남읍 연대리 42번지 3호 외2필지 ,2026-06-18
여주시,정향목장,젖소,30,경기도 여주시 가남읍 연삼로 158-27,경기도 여주시 가남읍 연대리 212번지  ,2026-06-18
여주시,새턴목장,젖소,156,경기도 여주시 가남읍 연삼로 15,경기도 여주시 가남읍 연대리 732번지 3호  ,2026-06-18
여주시,천산목장,젖소,50,경기도 여주시 가남읍 연삼로 188,경기도 여주시 가남읍 연대리 산 74번지  ,2026-06-18
여주시,영림목장,젖소,40,경기도 여주시 가남읍 양화로 110-22,경기도 여주시 가남읍 삼군리 41번지 7호  ,2026-06-18
여주시,하니목장,젖소,74,경기도 여주시 가남읍 송삼로 376 (외2필지),경기도 여주시 가남읍 송림리 393번지 2호 외2필지 ,2026-06-18
여주시,민영목장,젖소,52,경기도 여주시 가남읍 삼정길 27-31,경기도 여주시 가남읍 송림리 121번지 13호  ,2026-06-18
여주시,요한목장,젖소,55,,경기도 여주시 가남읍 송림리 67번지  ,2026-06-18
여주시,델타목장,젖소,83,경기도 여주시 가남읍 송림1길 2 (외2필지),경기도 여주시 가남읍 송림리 422번지 외2필지 ,2026-06-18
여주시,라반목장,젖소,99,경기도 여주시 가남읍 헌바디길 23-88,경기도 여주시 가남읍 상활리 469번지 6호  ,2026-06-18
여주시,대호목장,젖소,34,경기도 여주시 금사면 발림길 15 (외1필지),경기도 여주시 금사면 궁리 114번지 2호 외1필지 ,2026-06-18
여주시,검한목장,젖소,31,경기도 여주시 금사면 발림길 16 (외1필지),경기도 여주시 금사면 궁리 116번지 1호 외1필지 ,2026-06-18
여주시,수경목장,젖소,50,경기도 여주시 가남읍 삼정길 110,경기도 여주시 가남읍 송림리 151번지  ,2026-06-18
여주시,점평목장,젖소,93,"경기도 여주시 금사면 금품1로 876 (외2필지(253,255))","경기도 여주시 금사면 금사리 254번지 외2필지(253,255) ",2026-06-18
여주시,신중앙목장,젖소,72,경기도 여주시 금사면 점뜰길 14,경기도 여주시 금사면 금사리 276번지 1호 외8필지 ,2026-06-18
여주시,금인목장,젖소,20,경기도 여주시 금사면 점뜰길 16-8,경기도 여주시 금사면 금사리 279번지 1호  ,2026-06-18
여주시,충실목장,젖소,37,경기도 여주시 금사면 점뜰길 39,경기도 여주시 금사면 금사리 390번지  ,2026-06-18
여주시,부사리목장,젖소,48,경기도 여주시 북내면 선돌로 152-13,"경기도 여주시 북내면 덕산리 25번지 외 2필지(29-1, 29-2) ",2026-06-18
여주시,산성목장,젖소,67,경기도 여주시 대신면 참샘1길 9,"경기도 여주시 대신면 천남리 170번지 외2필지(158-4,170-2) ",2026-06-18
여주시,율산목장,젖소,132,경기도 여주시 대신면 천남3길 115 (외1필지),경기도 여주시 대신면 천남리 255번지 19호 외1필지 ,2026-06-18
여주시,복영목장,젖소,100,경기도 여주시 대신면 천남3길 30-33,경기도 여주시 대신면 천남리 406번지 2호 외1필지 ,2026-06-18
여주시,수영목장,젖소,112,경기도 여주시 대신면 천남3길 29-16,경기도 여주시 대신면 천남리 230번지 1호  ,2026-06-18
여주시,진석목장,젖소,143,경기도 여주시 대신면 상구1길 87-33,"경기도 여주시 대신면 상구리 386번지 1호 외 2필지(386-6, 390-1) ",2026-06-18
여주시,벌말목장,젖소,150,경기도 여주시 대신면 상구1길 42-30,경기도 여주시 대신면 상구리 293번지 7호  ,2026-06-18
여주시,칠공칠목장,젖소,42,경기도 여주시 대신면 송촌3길 17,"경기도 여주시 대신면 송촌리 66번지 2호 외 2필지(66-1,66-3) ",2026-06-18
여주시,이반목장,젖소,111,경기도 여주시 대신면 대신로 186,경기도 여주시 대신면 하림리 234번지 3호  ,2026-06-18
여주시,OK목장,젖소,106,경기도 여주시 대신면 후포1길 114-182,경기도 여주시 대신면 하림리 587번지 2호 외1필지 ,2026-06-18
여주시,샛터목장,젖소,138,경기도 여주시 대신면 하림2길 70,경기도 여주시 대신면 하림리 440번지  ,2026-06-18
여주시,용신목장,젖소,40,경기도 여주시 대신면 하림1길 62,경기도 여주시 대신면 하림리 498번지  ,2026-06-18
여주시,늘오름목장,젖소,45,경기도 여주시 강천면 긴등길 147-22,경기도 여주시 강천면 가야리 35번지  ,2026-06-18
여주시,태양목장,젖소,139,경기도 여주시 점동면 성주로 784-37,"경기도 여주시 점동면 당진리 148번지 외 3필지(134, 135, 611-5) ",2026-06-18
여주시,덕호목장,젖소,183,경기도 여주시 가남읍 가여로 101-54,경기도 여주시 가남읍 본두리 231번지 4호 외 8필지 ,2026-06-18
여주시,동두목장,젖소,300,경기도 여주시 세종대왕면 광대2길 55,경기도 여주시 세종대왕면 광대리 산 59번지 5호  ,2026-06-18
여주시,점뜰목장,젖소,100,경기도 여주시 금사면 함작골길 84,"경기도 여주시 금사면 금사리 303번지 외2필지(304,305) ",2026-06-18
여주시,성언목장,젖소,92,경기도 여주시 대신면 하림1길 35-35,"경기도 여주시 대신면 가산리 3번지 1호 외 3필지(-2, -3, -7) ",2026-06-18
여주시,운길목장,젖소,100,경기도 여주시 대신면 여양1로 510-43,경기도 여주시 대신면 계림리 181번지 1호 외1필지 ,2026-06-18
여주시,무궁화목장,젖소,70,경기도 여주시 강천면 마감로 231-49 (외1필지),경기도 여주시 강천면 걸은리 549번지 1호 외1필지 ,2026-06-18
여주시,순덕농장,젖소,65,경기도 여주시 세종대왕면 능여로 28,경기도 여주시 세종대왕면 매류리 299번지 외 5필지 ,2026-06-18
여주시,으뜸목장,젖소,100,경기도 여주시 흥천면 효자로 249,"경기도 여주시 흥천면 다대리 570번지 외 3필지(164-3, 165, 166-1) ",2026-06-18
여주시,정성목장,젖소,10,경기도 여주시 흥천면 금대울로 204-100,경기도 여주시 흥천면 복대리 150번지  ,2026-06-18
여주시,여주자영농업고등학교,젖소,106,경기도 여주시 세종대왕면 농도원1길 76,경기도 여주시 세종대왕면 왕대리 산 136번지 66호  ,2026-06-18
여주시,정상목장,젖소,84,경기도 여주시 대신면 상구1길 140-26 (외1필지),경기도 여주시 대신면 상구리 산 65번지 외1필지 ,2026-06-18
여주시,석두,젖소,28,경기도 여주시 북내면 중암2길 32,경기도 여주시 북내면 중암리 350번지  ,2026-06-18
여주시,신은화목장,젖소,72,경기도 여주시 흥천면 금대울로 33,경기도 여주시 흥천면 복대리 667번지 2호  ,2026-06-18
여주시,행기식목장,젖소,75,경기도 여주시 세종대왕면 광대1길 59,경기도 여주시 세종대왕면 광대리 산 12번지 32호  ,2026-06-18
여주시,하늘소목장,젖소,26,경기도 여주시 가남읍 송삼로 316-1,경기도 여주시 가남읍 송림리 340번지  ,2026-06-18
여주시,언남목장,젖소,46,경기도 여주시 흥천면 금대울로 204-115,경기도 여주시 흥천면 복대리 136번지 6호  ,2026-06-18
여주시,달봉 신해목장,젖소,180,경기도 여주시 가남읍 설가로 708-37 (외1필지),경기도 여주시 가남읍 대신리 419번지 17호 외1필지 ,2026-06-18
여주시,종영목장,젖소,68,경기도 여주시 점동면 장여로 1407-34,경기도 여주시 점동면 처리 731번지 1호  ,2026-06-18
여주시,은아목장,젖소,61,"경기도 여주시 가남읍 금당5길 139, 외 1(143)","경기도 여주시 가남읍 금당리 5번지 2호 외 4필지(5-2, 5-5, 5-6, 산41-11) ",2026-06-18
여주시,요한목장,젖소,123,경기도 여주시 가남읍 송삼로 363,경기도 여주시 가남읍 송림리 392번지 3호  ,2026-06-18
여주시,혜투목장,젖소,26,경기도 여주시 흥천면 방죽안길 93,경기도 여주시 흥천면 신근리 677번지 16호  ,2026-06-18
여주시,까망목장,젖소,26,경기도 여주시 주내로 737-30 (멱곡동),경기도 여주시 멱곡동 381번지 1호  ,2026-06-18
여주시,진덕농장,젖소,48,경기도 여주시 북내면 여강로 163,경기도 여주시 북내면 지내리 482번지 1호  ,2026-06-18
여주시,태영농장,젖소,112,경기도 여주시 세종대왕면 월평로 481-16,경기도 여주시 세종대왕면 광대리 270번지 외 1필지(272-1) ,2026-06-18
여주시,장호원목장,젖소,63,경기도 여주시 대신면 후포1길 137-36 (외2필지),경기도 여주시 대신면 후포리 332번지 1호 외2필지 ,2026-06-18
여주시,세종농장,젖소,71,경기도 여주시 흥천면 신율로 320,경기도 여주시 흥천면 율극리 127번지 2호 외2필지 ,2026-06-18
여주시,황가네목장,젖소,6,경기도 여주시 대신면 여양로 1033,경기도 여주시 대신면 가산리 187번지 4호  ,2026-06-18
여주시,신푸른목장,젖소,4,경기도 여주시 가남읍 흑석로 216-57,경기도 여주시 가남읍 양귀리 산 81번지 5호  ,2026-06-18
여주시,행복한목장,젖소,50,경기도 여주시 흥천면 부흥로 513-29 (외1필지(322-1)),경기도 여주시 흥천면 효지리 322번지 외1필지(322-1) ,2026-06-18
여주시,상일농장,젖소,143,경기도 여주시 점동면 장여로 1407-9,"경기도 여주시 점동면 처리 368번지 1호 외 2필지(368-2, 368-3) ",2026-06-18
여주시,이레목장,젖소,60,경기도 여주시 가남읍 가여로 101-54,경기도 여주시 가남읍 본두리 230번지  ,2026-06-18
여주시,상거목장,젖소,269,경기도 여주시 가남읍 삼정길 93-19,경기도 여주시 가남읍 송림리 135번지 1호 외1필지 ,2026-06-18
여주시,장호원목장,젖소,189,경기도 여주시 가남읍 연삼로 275,경기도 여주시 가남읍 삼승리 415번지 3호 외 1필지(415-5) ,2026-06-18
여주시,수희목장,젖소,17,경기도 여주시 가남읍 가남로 312,경기도 여주시 가남읍 양귀리 383번지 1호  ,2026-06-18
여주시,수일목장,젖소,47,,경기도 여주시 가남읍 양귀리 46번지  ,2026-06-18
여주시,송야목장,젖소,112,경기도 여주시 가남읍 대신리길 309-1,경기도 여주시 가남읍 대신리 157번지 외2필지 ,2026-06-18
여주시,은회목장2,젖소,420,경기도 여주시 가남읍 가남로 840,경기도 여주시 가남읍 금당리 75번지 3호 외1필지 ,2026-06-18
여주시,행복한목장,젖소,87,경기도 여주시 흥천면 능북로 163-21,경기도 여주시 흥천면 율극리 201번지 7호 외2필지 ,2026-06-18
여주시,신달굼목장,젖소,6,경기도 여주시 흥천면 신율로 252-28,경기도 여주시 흥천면 율극리 359번지 2호  ,2026-06-18
여주시,내구목장,젖소,40,경기도 여주시 세종대왕면 중부대로2234번길 53-38,경기도 여주시 세종대왕면 용은리 58번지 6호  ,2026-06-18
여주시,다원목장,젖소,12,경기도 여주시 명성로 192-39 (능현동),경기도 여주시 능현동 48번지 외 1필지(49번지) ,2026-06-18
여주시,신용목장,젖소,170,경기도 여주시 금사면 점뜰길 12,"경기도 여주시 금사면 금사리 471번지 1호 외 3필지(275-3, 473-1, 473-7) ",2026-06-18
여주시,기쁨목장,젖소,27,경기도 여주시 대신면 후포1길 204-10,경기도 여주시 대신면 후포리 165번지 3호  ,2026-06-18
여주시,슬기로운목장,젖소,58,경기도 여주시 흥천면 군위실길 66-64,경기도 여주시 흥천면 다대리 517번지 외 1필지(522) ,2026-06-18
여주시,율산목장2,젖소,100,경기도 여주시 강천면 가정긴골길 436,경기도 여주시 강천면 걸은리 410번지 2호 외 1필지(409) ,2026-06-18
여주시,예당목장2,젖소,40,경기도 여주시 흥천면 군위실길 66-62,경기도 여주시 흥천면 다대리 508번지  ,2026-06-18
여주시,태양목장,젖소,27,경기도 여주시 점동면 성주로 784-30,경기도 여주시 점동면 당진리 132번지 2호  ,2026-06-18
여주시,삼일목장,육우,125,,경기도 여주시 북내면 장암리 523번지  ,2026-06-18
여주시,청룡목장,육우,16,경기도 여주시 대신면 대신1로 22,경기도 여주시 대신면 초현리 197번지 4호  ,2026-06-18
여주시,금곡농장,육우,40,경기도 여주시 가남읍 가남로 950-20,경기도 여주시 가남읍 금곡리 189번지 1호  ,2026-06-18
여주시,내양농장,육우,23,경기도 여주시 세종대왕면 내양2길 17-22,경기도 여주시 세종대왕면 내양리 36번지 1호  ,2026-06-18
여주시,은홍목장,육우,19,경기도 여주시 흥천면 방죽안길 18 (외1필지),경기도 여주시 흥천면 신근리 312번지 1호 외1필지 ,2026-06-18
여주시,오리온목장,육우,35,경기도 여주시 점봉길 44-32 (점봉동),경기도 여주시 점봉동 202번지 2호  ,2026-06-18
여주시,대신축산,육우,7,,경기도 여주시 대신면 천남리 406번지  ,2026-06-18
여주시,거성농장,육우,21,경기도 여주시 점동면 원부로 163,경기도 여주시 점동면 원부리 547번지 4호  ,2026-06-18
여주시,태흥목장,육우,161,경기도 여주시 흥천면 종다람길 95,경기도 여주시 흥천면 신근리 250번지 36호 외1필지(250-37) ,2026-06-18
여주시,삼일목장,육우,86,경기도 여주시 오금3길 127-3 (오금동),경기도 여주시 오금동 314번지  ,2026-06-18
여주시,태양농장,육우,16,경기도 여주시 흥천면 금대울로 204-91,경기도 여주시 흥천면 복대리 136번지 7호 외 1필지(136-23) ,2026-06-18
여주시,야곱농장,염소,150,경기도 여주시 가남읍 본두3길 54-68,"경기도 여주시 가남읍 본두리 71번지 6호 외2필지(71-3,71-7) ",2026-06-18
여주시,청지기 흑염소농장,염소,150,,경기도 여주시 세종대왕면 번도리 357번지 1호  ,2026-06-18
여주시,상구농장,염소,15,,경기도 여주시 대신면 상구리 374번지 1호  ,2026-06-18
여주시,장봉농장,염소,100,경기도 여주시 대신면 대신로 781-79,경기도 여주시 대신면 장풍리 257번지 1호  ,2026-06-18
여주시,청지기염소농장,염소,150,경기도 여주시 세종대왕면 능서로 82-40,경기도 여주시 세종대왕면 번도리 377번지 25호 외 1필지 ,2026-06-18
여주시,가야농장,염소,70,경기도 여주시 강천면 긴등길 147-10,"경기도 여주시 강천면 가야리 39번지 외 3필지(40, 41, 42) ",2026-06-18
여주시,홍통농장,염소,27,경기도 여주시 흥천면 대왕이길 83,경기도 여주시 흥천면 대당리 36번지 22호  ,2026-06-18
여주시,**네농장,염소,56,,경기도 여주시 대신면 옥촌리 532번지 1호 외2필지 ,2026-06-18
여주시,자연식품 양자산 약초농장,염소,45,경기도 여주시 산북면 주어로 394,경기도 여주시 산북면 주어리 산 70번지  ,2026-06-18
여주시,이슬농장,염소,150,경기도 여주시 북내면 선돌로 334-20,경기도 여주시 북내면 석우리 429번지 1호  ,2026-06-18
여주시,하늘농원,염소,200,,경기도 여주시 금사면 금사리 238번지  ,2026-06-18
여주시,옥터농장,염소,15,,경기도 여주시 산북면 주어리 650번지 2호  ,2026-06-18
여주시,우성농장,염소,90,경기도 여주시 점동면 선사길 73-5,경기도 여주시 점동면 처리 329번지  ,2026-06-18
여주시,푸른감람나무,염소,50,경기도 여주시 가여로 435 (하거동),경기도 여주시 하거동 산 71번지 5호  ,2026-06-18
여주시,산촌농장,염소,230,경기도 여주시 금사면 금품1로 419-6,경기도 여주시 금사면 상호리 112번지 1호  ,2026-06-18
여주시,지산목장,염소,150,경기도 여주시 북내면 신남1길 52-146,경기도 여주시 북내면 신남리 10번지 2호 외 1필지(10-3) ,2026-06-18
여주시,흥순농장,염소,100,경기도 여주시 흥천면 능북로 163-19,경기도 여주시 흥천면 율극리 201번지 10호  ,2026-06-18
여주시,꿈앤들농장,염소,200,경기도 여주시 가남읍 금당4길 20-1,경기도 여주시 가남읍 금당리 산 17번지 1호  ,2026-06-18
여주시,**이네 염소농장,염소,50,,경기도 여주시 세종대왕면 광대리 386번지 1호  ,2026-06-18
여주시,원경농장,염소,100,경기도 여주시 점동면 처리2길 182-8,경기도 여주시 점동면 처리 71번지 2호  ,2026-06-18
여주시,장**농장,염소,10,,경기도 여주시 세종대왕면 매류리 178번지 1호  ,2026-06-18
여주시,부영농장,염소,282,경기도 여주시 대신면 옥촌3길 47-40,경기도 여주시 대신면 옥촌리 773번지  ,2026-06-18
여주시,여주사슴목장,사슴,3,경기도 여주시 상동 주내로 98-71,경기도 여주시 상동 26  ,2026-06-18
여주시,농업회사법인 성우농장 주식회사,돼지,2883,경기도 여주시 강천면 적금리길 83-63,경기도 여주시 강천면 적금리 76번지 4호  ,2026-06-18
여주시,여주 샘농장,돼지,2500,경기도 여주시 세종대왕면 양화로 452-58,"경기도 여주시 세종대왕면 마래리 458번지 1호 외 2필지(469-1, 산54-2) ",2026-06-18
여주시,나이테농장,돼지,2200,경기도 여주시 강천면 적금리길 72-42,경기도 여주시 강천면 적금리 170번지 외 5필지 ,2026-06-18
여주시,길목농장,돼지,5600,경기도 여주시 세종대왕면 부능로 46,경기도 여주시 세종대왕면 용은리 585번지 4호 외 5필지 ,2026-06-18
여주시,육일농장,돼지,2000,경기도 여주시 세종대왕면 매화1길 144,경기도 여주시 세종대왕면 용은리 592번지 4호 외 4필지 ,2026-06-18
여주시,대영농장,돼지,2800,경기도 여주시 세종대왕면 북성산로 87,경기도 여주시 세종대왕면 신지리 66번지  ,2026-06-18
여주시,분당농장,돼지,800,경기도 여주시 흥천면 남산로 313-18,경기도 여주시 흥천면 다대리 442번지  ,2026-06-18
여주시,농업회사법인 성우농장 주식회사 사곡지점,돼지,874,경기도 여주시 점동면 점동로 134,"경기도 여주시 점동면 사곡리 324번지 외 2필지(325, 326) ",2026-06-18
여주시,장현축산,돼지,2200,"경기도 여주시 점동면 처리2길 132 (외3필지(71-8,71-10,89-4))","경기도 여주시 점동면 처리 89번지 외3필지(71-8,71-10,89-4) ",2026-06-18
여주시,성실농장,돼지,3000,경기도 여주시 가남읍 대신리길 309-22 (외4필지),경기도 여주시 가남읍 대신리 152번지 3호 외4필지 ,2026-06-18
여주시,현구농장,돼지,3200,경기도 여주시 세종대왕면 부능로 48,경기도 여주시 세종대왕면 용은리 597번지 1호  ,2026-06-18
여주시,푸른농장,돼지,4000,경기도 여주시 북내면 연마루길 18,경기도 여주시 북내면 외룡리 320번지 외14필지 ,2026-06-18
여주시,보은농장,돼지,1100,경기도 여주시 가남읍 연대2길 14,경기도 여주시 가남읍 연대리 559번지  ,2026-06-18
여주시,연대농장,돼지,1800,경기도 여주시 가남읍 연삼로 158-10,경기도 여주시 가남읍 연대리 223번지  ,2026-06-18
여주시,동일축산,돼지,3000,경기도 여주시 강천면 말개미길 38-26,경기도 여주시 강천면 걸은리 749번지 외8필지 ,2026-06-18
여주시,정오농장,돼지,500,경기도 여주시 점동면 청안리길 84-36,경기도 여주시 점동면 청안리 466번지  ,2026-06-18
여주시,송강농장,돼지,2200,"경기도 여주시 북내면 선돌로 334-45 (외5필지(422-1,423,423-1,424,424-1))","경기도 여주시 북내면 석우리 422번지 외5필지(422-1,423,423-1,424,424-1) ",2026-06-18
여주시,햇님농장,돼지,4000,경기도 여주시 북내면 여강로 471-20,경기도 여주시 북내면 장암리 268번지 19호 외3필지 ,2026-06-18
여주시,꿀꿀이농장,돼지,4000,경기도 여주시 점동면 청안리길 84-40,경기도 여주시 점동면 청안리 472번지 1호 외 10필지 ,2026-06-18
여주시,성우2농장,돼지,800,경기도 여주시 세종대왕면 매양로 32-1,경기도 여주시 세종대왕면 매화리 40번지 2호 외 1필지(40-3) ,2026-06-18
여주시,우리농장,돼지,770,경기도 여주시 흥천면 능북로 251-33,경기도 여주시 흥천면 율극리 292번지 47호  ,2026-06-18
여주시,이레농장,돼지,800,경기도 여주시 북벌로 174-43 (상거동),경기도 여주시 상거동 90번지 1호 외 1필지(92) ,2026-06-18
여주시,일심농장,돼지,1200,"경기도 여주시 주내로 737-4 (멱곡동,외2필지)",경기도 여주시 멱곡동 242번지 3호 외2필지 ,2026-06-18
여주시,애농원,돼지,2100,경기도 여주시 가남읍 신해1길 128 (외3필지),경기도 여주시 가남읍 신해리 182번지 2호 외3필지 ,2026-06-18
여주시,호산나농장,돼지,2000,경기도 여주시 가남읍 이화길 147-32 (외4필지),경기도 여주시 가남읍 신해리 294번지 1호 외4필지 ,2026-06-18
여주시,도안농장,돼지,800,경기도 여주시 가남읍 양화로 405-50,"경기도 여주시 가남읍 정단리 44번지 6호 외 2필지(44-2, 57-3) ",2026-06-18
여주시,대암농장,돼지,400,경기도 여주시 대신면 파사성2길 23 (외1필지),경기도 여주시 대신면 천서리 328번지 1호 외1필지 ,2026-06-18
여주시,거목농장,돼지,500,경기도 여주시 대신면 파사성2길 31,경기도 여주시 대신면 천서리 329번지 3호  ,2026-06-18
여주시,신**농장 매화지점,돼지,1260,경기도 여주시 세종대왕면 매양로 126,"경기도 여주시 세종대왕면 매화리 154번지 2호 외 4필지(-3, -4, -6, 156-1) ",2026-06-18
여주시,남양농장,돼지,1800,경기도 여주시 점동면 성주로 784-49 (외7필지),경기도 여주시 점동면 당진리 132번지 외7필지 ,2026-06-18
여주시,반석농장,돼지,400,경기도 여주시 흥천면 능북로 214,경기도 여주시 흥천면 율극리 266번지 6호  ,2026-06-18
여주시,대지농장2,돼지,580,경기도 여주시 흥천면 금대울로 214-49 (외1필지),경기도 여주시 흥천면 복대리 104번지 외1필지 ,2026-06-18
여주시,동천농장,돼지,2000,경기도 여주시 흥천면 시랏길 32 (외6필지),경기도 여주시 흥천면 외사리 28번지 1호 외6필지 ,2026-06-18
여주시,청산농장,돼지,800,"경기도 여주시 가업길 54-3 (가업동,외1필지)",경기도 여주시 가업동 82번지 외1필지 ,2026-06-18
여주시,주원농장,돼지,2000,"경기도 여주시 점동면 선사길 314-112 (외3필지(266,267,268))","경기도 여주시 점동면 흔암리 261번지 외3필지(266,267,268) ",2026-06-18
여주시,명산농장,돼지,2400,경기도 여주시 가남읍 삼승2길 42 (외1필지),경기도 여주시 가남읍 삼승리 140번지 5호 외1필지 ,2026-06-18
여주시,장수농장,돼지,1100,경기도 여주시 세종대왕면 북성산로 82,"경기도 여주시 세종대왕면 신지리 68번지 외 2필지(69, 69-1) ",2026-06-18
여주시,豚村유전자,돼지,48,경기도 여주시 점동면 성주로 494,경기도 여주시 점동면 뇌곡리 321번지 1호  ,2026-06-18
여주시,김**농장,돼지,1000,경기도 여주시 점동면 성주로 784-39 (외1필지),경기도 여주시 점동면 당진리 136번지 외1필지 ,2026-06-18
여주시,고**농장,돼지,329,경기도 여주시 강천면 강천로 515-11,경기도 여주시 강천면 굴암리 193번지 1호 외 1필지(193-2) ,2026-06-18
여주시,대성농장,돼지,2000,경기도 여주시 북내면 도예로 311,경기도 여주시 북내면 신남리 182번지 1호  ,2026-06-18
여주시,자영농장,돼지,1500,경기도 여주시 세종대왕면 양화로 20-43,"경기도 여주시 세종대왕면 마래리 124번지 외 2필지(125, 127-7) ",2026-06-18
여주시,기대축산영농조합법인,돼지,3440,경기도 여주시 점동면 송삼로 72-43,경기도 여주시 점동면 원부리 162번지 3호 외 12필지 ,2026-06-18
여주시,경화농장,돼지,1000,경기도 여주시 세종대왕면 매화1길 75-5,경기도 여주시 세종대왕면 매화리 207번지 2호  ,2026-06-18
여주시,수란농장,돼지,3200,경기도 여주시 세종대왕면 매화1길 118,경기도 여주시 세종대왕면 용은리 594번지 1호  ,2026-06-18
여주시,가남농장,돼지,500,경기도 여주시 가남읍 설가로 708-70,경기도 여주시 가남읍 대신리 345번지 1호  ,2026-06-18
여주시,기승농장,돼지,3844,경기도 여주시 가남읍 설가로 708-48,"경기도 여주시 가남읍 대신리 419번지 21호 외 5필지(419-20, 419-22, 470, 470-1, 산29-1) ",2026-06-18
여주시,한우리농장,돼지,1200,경기도 여주시 가남읍 정단길 133-9 (외2필지),경기도 여주시 가남읍 정단리 395번지 7호 외2필지 ,2026-06-18
여주시,미소농장,돼지,3500,,경기도 여주시 북내면 장암리 172번지 외7필지 ,2026-06-18
여주시,신원농장,돼지,2200,경기도 여주시 강천면 설경주길 142 (외3필지),경기도 여주시 강천면 간매리 34번지 1호 외3필지 ,2026-06-18
