사업장명칭,주사육업종,사업장소재지(지번),사육두수
신바람농장,한우,"전남광주통합특별시 해남군 화산면 안호리 184번지 외 2필지(184-2, 184-5) ",0
김영남농장,한우,전남광주통합특별시 해남군 문내면 동외리 625번지 4호 외 1필지(191-40) ,0
고성의농장,한우,"전남광주통합특별시 해남군 문내면 동외리 625번지 5호 외 3필지(625-1, 191-20, 191-41) ",0
싱싱축산2호,한우,전남광주통합특별시 해남군 현산면 고현리 350번지 1호  ,0
부원목장투,한우,전남광주통합특별시 해남군 해남읍 내사리 1551번지 2호  ,0
덕진축산3농장,한우,"전남광주통합특별시 해남군 화산면 금풍리 274번지 외 2필지(275, 276) ",0
대성목장,한우,전남광주통합특별시 해남군 옥천면 대산리 418번지 1호  ,0
행운농장,한우,전남광주통합특별시 해남군 계곡면 가학리 178번지  ,0
홍근축산,한우,전남광주통합특별시 해남군 해남읍 내사리 1555번지 3호  ,0
다모아 축사,염소,전남광주통합특별시 해남군 계곡면 성진리 352번지  ,0
초아목장,한우,전남광주통합특별시 해남군 문내면 석교리 1534번지 18호  ,0
해풍농장,한우,"전남광주통합특별시 해남군 문내면 학동리 1633번지 1호 외 2필지(1633-2, 1633-3) ",0
정다운농장3축사,한우,전남광주통합특별시 해남군 해남읍 남천리 903번지 3호 외 1필지(903-4) ,0
로또농장,염소,전남광주통합특별시 해남군 문내면 난대리 630번지 1호 외 1필지(630) ,280
