사업장명칭,주사육업종,사업장소재지(지번),사육두수
희선농장,한우,전남광주통합특별시 해남군 옥천면 신계리 503번지 3호  ,23
임세민농장,한우,전남광주통합특별시 해남군 해남읍 고도리 1번지 3호  ,8
김광석농장,한우,전남광주통합특별시 해남군 해남읍 복평리 248번지 4통  ,20
임향란농장,한우,전남광주통합특별시 해남군 삼산면 창리 29번지 1호 외 4필지 ,4
동해축산,한우,전남광주통합특별시 해남군 북평면 동해리 984번지 5호  ,5
김성호농장,한우,전남광주통합특별시 해남군 북평면 평암리 1167번지 1호  ,4
이병춘농장,한우,전남광주통합특별시 해남군 마산면 외호리 855번지 외 1필지 ,15
진태식농장,한우,전남광주통합특별시 해남군 산이면 구성리 23번지 8호  ,7
승미농장,한우,전남광주통합특별시 해남군 북일면 흥촌리 669번지  ,12
장강희농장,한우,전남광주통합특별시 해남군 삼산면 봉학리 755번지 4호  ,18
삼산축산,한우,전남광주통합특별시 해남군 삼산면 구림리 478번지  ,30
유창농장,한우,전남광주통합특별시 해남군 삼산면 원진리 185번지  ,8
김춘식농장,한우,전남광주통합특별시 해남군 화산면 평호리 530번지  ,38
선미축산,한우,전남광주통합특별시 해남군 화산면 금풍리 307번지  ,35
노장수농장,한우,전남광주통합특별시 해남군 송지면 통호리 460번지 1호 및 461번지 ,3
임종윤농장,한우,전남광주통합특별시 해남군 송지면 금강리 1450번지 4호  ,21
동선농장,한우,전남광주통합특별시 해남군 북일면 흥촌리 208번지 1호  ,8
이병관농장,한우,전남광주통합특별시 해남군 옥천면 송산리 204번지 2호  ,10
박동식농장,한우,전남광주통합특별시 해남군 마산면 연구리 907번지  ,19
김규팔농장,한우,전남광주통합특별시 해남군 산이면 부동리 747번지 11호  ,60
박순길농장,한우,전남광주통합특별시 해남군 산이면 예정리 515번지  ,22
이정율농장,한우,전남광주통합특별시 해남군 마산면 연구리 1237번지  ,8
승자농장,한우,전남광주통합특별시 해남군 마산면 연구리 1204번지 5호  ,27
박금난농장,한우,전남광주통합특별시 해남군 마산면 연구리 1167번지 1호  ,14
효성축산,한우,전남광주통합특별시 해남군 산이면 초송리 273번지 1호  ,47
청용축산,한우,전남광주통합특별시 해남군 화원면 신덕리 403번지  ,32
김영진농장,한우,전남광주통합특별시 해남군 화원면 신덕리 249번지 2호  ,50
순옥농장,한우,전남광주통합특별시 해남군 해남읍 내사리 553번지 7호 외1필지 ,30
정진석농장,한우,전남광주통합특별시 해남군 삼산면 원진리 456번지  ,11
김주일농장,한우,전남광주통합특별시 해남군 삼산면 원진리 234번지 1호  ,7
백문철농장,한우,전남광주통합특별시 해남군 옥천면 백호리 877번지  ,5
태영축산,한우,전남광주통합특별시 해남군 화산면 평호리 128번지 8호 외 4필지 ,118
장등농장,한우,전남광주통합특별시 해남군 현산면 백포리 316번지 1호 외 1필지 ,25
풀머리농장,한우,전남광주통합특별시 해남군 산이면 초송리 223번지 4호  ,8
부성축산,한우,전남광주통합특별시 해남군 현산면 백포리 329번지 1호 및 341-1 ,46
그린축산,한우,전남광주통합특별시 해남군 삼산면 상가리 808번지 9호 외 1필지 ,20
금영축산,한우,전남광주통합특별시 해남군 삼산면 상가리 808번지 7호  ,9
상수축산,한우,전남광주통합특별시 해남군 현산면 월송리 571번지 외 6필지 ,22
김민식농장,한우,전남광주통합특별시 해남군 옥천면 흑천리 644번지 4호  ,30
박오주농장,한우,전남광주통합특별시 해남군 마산면 상등리 산 2번지 39호  ,44
이상욱농장,한우,전남광주통합특별시 해남군 황산면 송호리 22번지 2호  ,15
서금옥농장,한우,전남광주통합특별시 해남군 황산면 송호리 27번지  ,10
한솔농장,한우,전남광주통합특별시 해남군 황산면 연당리 35번지 4호  ,8
토러스농장,한우,전남광주통합특별시 해남군 산이면 덕호리 6번지 1호 외 1필지 ,10
주경순농장,한우,전남광주통합특별시 해남군 산이면 상공리 814번지  ,2
박영수농장,한우,전남광주통합특별시 해남군 화산면 해창리 663번지 3   호  ,10
삼성농장,한우,전남광주통합특별시 해남군 북일면 흥촌리 970번지 외 6필지 ,7
증산축산,한우,전남광주통합특별시 해남군 현산면 월송리 407번지 2호  ,4
천종관농장,한우,전남광주통합특별시 해남군 옥천면 팔산리 68번지  ,6
당산목장,한우,전남광주통합특별시 해남군 계곡면 당산리 340번지 12호 외 3필지 ,18
이경민농장,한우,전남광주통합특별시 해남군 마산면 학의리 335번지 5호  ,10
이암농장,돼지,전남광주통합특별시 해남군 황산면 옥동리 60번지 2호  ,49
조점인농장,한우,전남광주통합특별시 해남군 해남읍 복평리 368번지  ,22
양지농장,한우,전남광주통합특별시 해남군 현산면 월송리 156번지  ,85
연화축산,한우,전남광주통합특별시 해남군 산이면 진산리 37번지 4호  ,66
송승암농장,한우,전남광주통합특별시 해남군 해남읍 신안리 225번지 2호 외 2필지 ,21
황선옥농장,한우,전남광주통합특별시 해남군 화산면 부길리 778번지 4호 외1필지 ,70
천승옥농장,한우,전남광주통합특별시 해남군 송지면 미야리 722번지  ,10
진열축산,한우,전남광주통합특별시 해남군 송지면 미야리 714번지 3호 외 3필지 ,26
민정숙농장,한우,전남광주통합특별시 해남군 마산면 상등리 297번지 18호 외 1필지(297-19) ,7
김상엽농장,한우,전남광주통합특별시 해남군 황산면 일신리 232번지  ,9
이성욱농장,한우,전남광주통합특별시 해남군 현산면 읍호리 388번지 1호 외3필지 ,48
신행태농장,한우,전남광주통합특별시 해남군 현산면 백포리 344번지 20호  ,10
평화목장,한우,전남광주통합특별시 해남군 마산면 상등리 산 2번지 39호  ,4
정우배농장,한우,전남광주통합특별시 해남군 화원면 마산리 217번지 1호  ,11
박시헌농장,한우,전남광주통합특별시 해남군 북평면 서홍리 503번지 1호 외 2필지 ,70
김정윤농장,한우,전남광주통합특별시 해남군 북평면 오산리 996번지  ,5
고유종농장,한우,전남광주통합특별시 해남군 북평면 와룡리 330번지 1호  ,40
박만춘농장,한우,전남광주통합특별시 해남군 북일면 방산리 588번지 4호  ,4
김전호농장,한우,전남광주통합특별시 해남군 북일면 금당리 160번지  ,3
추삼만농장,한우,전남광주통합특별시 해남군 황산면 연당리 27번지  ,10
진훈축산,한우,전남광주통합특별시 해남군 황산면 한자리 1007번지 2호  ,16
정양조농장,한우,전남광주통합특별시 해남군 산이면 초송리 776번지  ,28
호남축산,한우,전남광주통합특별시 해남군 화원면 후산리 88번지  ,7
김영배농장,한우,전남광주통합특별시 해남군 옥천면 신계리 332번지 3호  ,11
태희자연농장,한우,전남광주통합특별시 해남군 마산면 용전리 113번지 1호  ,12
심청농장,한우,전남광주통합특별시 해남군 마산면 용전리 966번지 2호 외 1필지(966-10) ,14
이병승농장,한우,전남광주통합특별시 해남군 마산면 맹진리 517번지  ,10
최형석농장,한우,전남광주통합특별시 해남군 화산면 평호리 552번지 9호  ,11
광천축산,한우,전남광주통합특별시 해남군 화산면 월호리 745번지  ,3
민건농장,한우,전남광주통합특별시 해남군 화산면 연곡리 756번지 1호  ,40
이성기농장,한우,전남광주통합특별시 해남군 화산면 송산리 67번지 외1필지 ,5
장기남농장,한우,전남광주통합특별시 해남군 현산면 구산리 14번지  ,15
김평진농장,한우,전남광주통합특별시 해남군 현산면 황산리 103번지 12호  ,12
김윤식농장,한우,전남광주통합특별시 해남군 북일면 흥촌리 170번지  ,30
이승현농장,한우,전남광주통합특별시 해남군 북일면 용일리 179번지 1호  ,17
이운영농장,한우,전남광주통합특별시 해남군 계곡면 반계리 428번지 1호  ,26
민관홍농장,한우,전남광주통합특별시 해남군 계곡면 법곡리 324번지  ,17
김도산농장,한우,전남광주통합특별시 해남군 산이면 초송리 1023번지 1호  ,58
차원용농장,한우,전남광주통합특별시 해남군 문내면 서상리 503번지 외 1필지 ,34
송용축산,한우,전남광주통합특별시 해남군 해남읍 용정리 275번지 1호 외5필지 ,109
오재태농장,한우,전남광주통합특별시 해남군 삼산면 송정리 508번지 3호  ,12
주광식농장,한우,전남광주통합특별시 해남군 삼산면 원진리 24번지 9호 외 1필지 ,25
승효농장,한우,전남광주통합특별시 해남군 송지면 해원리 608번지 2호  ,6
대명축산,한우,전남광주통합특별시 해남군 송지면 해원리 929번지  ,15
천창일농장,한우,전남광주통합특별시 해남군 송지면 미야리 217번지 12호  ,19
학가축산,한우,전남광주통합특별시 해남군 송지면 학가리 312번지 1호 외 1필지 ,42
박양규농장,한우,전남광주통합특별시 해남군 송지면 가차리 544번지 4호 외 1필지 ,35
신용농장,한우,전남광주통합특별시 해남군 북평면 와룡리 525번지  ,13
김대환농장,한우,전남광주통합특별시 해남군 북평면 서홍리 982번지 1호 외2필지 ,7
박금수농장,한우,전남광주통합특별시 해남군 북평면 서홍리 962번지 외 3필지 ,28
윤태현농장,한우,전남광주통합특별시 해남군 황산면 원호리 585번지  ,11
선농회목장,한우,전남광주통합특별시 해남군 해남읍 남천리 56번지 1호  ,6
손광길농장,한우,전남광주통합특별시 해남군 삼산면 원진리 365번지  ,27
정이농장,한우,전남광주통합특별시 해남군 삼산면 창리 563번지  ,20
희은농장,한우,전남광주통합특별시 해남군 화산면 가좌리 1176번지 1호  ,40
채현기농장,한우,전남광주통합특별시 해남군 화산면 연곡리 126번지 외1필지 ,11
강일구농장,한우,전남광주통합특별시 해남군 현산면 구산리 300번지 1호  ,43
김남배농장,한우,전남광주통합특별시 해남군 북평면 동해리 985번지 1호  ,6
박수혁농장,한우,전남광주통합특별시 해남군 북평면 서홍리 1042번지 4호  ,27
가는골농장,한우,전남광주통합특별시 해남군 북일면 방산리 694번지  ,10
진우농장,한우,전남광주통합특별시 해남군 북일면 흥촌리 152번지 31호  ,20
신명운농장,한우,전남광주통합특별시 해남군 북일면 방산리 596번지  ,3
최문남농장,한우,전남광주통합특별시 해남군 북일면 방산리 701번지  ,4
김재귀농장,한우,전남광주통합특별시 해남군 마산면 상등리 724번지 37호  ,5
이춘신농장,한우,전남광주통합특별시 해남군 마산면 장촌리 682번지 1호  ,17
김건호농장,한우,전남광주통합특별시 해남군 마산면 상등리 983번지 외 4필지 ,23
이송동농장,한우,전남광주통합특별시 해남군 황산면 외입리 1003번지  ,6
정오상농장,한우,전남광주통합특별시 해남군 황산면 원호리 70번지 4호  ,14
제우축산,한우,전남광주통합특별시 해남군 황산면 한자리 55번지 19호 외 1필지 및 55-22 ,43
이정표농장,한우,전남광주통합특별시 해남군 황산면 한자리 508번지 9호  ,23
혈도농장,한우,전남광주통합특별시 해남군 문내면 무고리 1892번지 10호  ,11
산수농장,한우,전남광주통합특별시 해남군 화원면 산호리 297번지 외 2필지 ,18
김갑식농장,한우,전남광주통합특별시 해남군 화원면 성산리 460번지 6호 외3필지 ,36
박경철농장,한우,전남광주통합특별시 해남군 황산면 호동리 1021번지 3호  ,29
박점석농장,한우,전남광주통합특별시 해남군 황산면 부곡리 704번지  ,17
고향산천농장,한우,전남광주통합특별시 해남군 삼산면 신흥리 108번지 16호  ,23
박병석농장,한우,전남광주통합특별시 해남군 삼산면 신흥리 873번지 2호  ,11
이광준농장,한우,전남광주통합특별시 해남군 화산면 부길리 205번지  ,8
연수축산,한우,전남광주통합특별시 해남군 송지면 학가리 234번지 외 1필지 ,8
최공환농장,한우,전남광주통합특별시 해남군 북일면 용일리 1259번지 5호  ,12
이연옥농장,한우,전남광주통합특별시 해남군 마산면 상등리 998번지  ,8
나영수농장,한우,전남광주통합특별시 해남군 현산면 구산리 333번지 2호  ,21
연효순농장,한우,전남광주통합특별시 해남군 현산면 월송리 1075번지 외 3필지 ,92
박영애농장,한우,전남광주통합특별시 해남군 황산면 남리리 316번지 3호  ,11
윤종하농장,한우,전남광주통합특별시 해남군 삼산면 신흥리 873번지 13호  ,5
윤두홍농장,한우,전남광주통합특별시 해남군 삼산면 신흥리 509번지  ,26
장영서농장,한우,전남광주통합특별시 해남군 산이면 금호리 946번지 2호 외 2필지 ,13
남일목장,한우,전남광주통합특별시 해남군 화원면 후산리 214번지 1호  ,20
채금성농장,한우,전남광주통합특별시 해남군 현산면 구시리 997번지 6호  ,24
영수농장,한우,전남광주통합특별시 해남군 현산면 황산리 688번지  ,4
일성한우농장,한우,전남광주통합특별시 해남군 화원면 장춘리 192번지 및 192-1 ,95
이일숙농장,한우,전남광주통합특별시 해남군 황산면 남리리 457번지  ,28
채원기농장,한우,전남광주통합특별시 해남군 화산면 연곡리 143번지  ,1
장영익농장,한우,전남광주통합특별시 해남군 계곡면 성진리 1085번지 5호  ,10
임마누엘농장,오리,전남광주통합특별시 해남군 현산면 덕흥리 632번지  ,17000
김영욱농장,한우,전남광주통합특별시 해남군 옥천면 흑천리 821번지 7호 외1필지 ,35
정남진농장,한우,전남광주통합특별시 해남군 산이면 초송리 974번지 2호  ,9
금호축산,한우,전남광주통합특별시 해남군 산이면 금호리 147번지  ,30
송정농장,한우,전남광주통합특별시 해남군 마산면 노하리 716번지 1호  ,62
가나다 송지농장,한우,전남광주통합특별시 해남군 송지면 미야리 4번지  ,11
팜스월드 해남팜 2농장,돼지,전남광주통합특별시 해남군 마산면 상등리 803번지 1호 외 2필지 ,400
범홍농장,한우,전남광주통합특별시 해남군 현산면 월송리 953번지 8호 외 1필지 ,900
오재식농장,한우,전남광주통합특별시 해남군 해남읍 내사리 939번지 1호  ,30
대우축산,한우,전남광주통합특별시 해남군 마산면 노하리 1018번지 5호  ,50
김종수농장,한우,전남광주통합특별시 해남군 마산면 송석리 615번지 외 2필지 ,20
천정수농장,한우,전남광주통합특별시 해남군 화산면 부길리 668번지 1호  ,11
승우농장,한우,전남광주통합특별시 해남군 옥천면 신계리 333번지  ,11
홍재환농장,한우,전남광주통합특별시 해남군 문내면 서상리 54번지  ,12
종민농장,한우,전남광주통합특별시 해남군 북일면 만수리 219번지 3호  ,6
박평순농장,한우,전남광주통합특별시 해남군 산이면 초송리 534번지 4호  ,9
초원목장,한우,전남광주통합특별시 해남군 삼산면 평활리 317번지 2호  ,152
광현농장,한우,전남광주통합특별시 해남군 마산면 외호리 34번지 20호  ,17
박종길농장,한우,전남광주통합특별시 해남군 북평면 이진리 716번지  ,12
상원농장,한우,전남광주통합특별시 해남군 화산면 석호리 679번지 2호  ,33
질마농장,한우,전남광주통합특별시 해남군 화원면 후산리 207번지 1호  ,11
경일농장,한우,전남광주통합특별시 해남군 북평면 이진리 797번지  ,18
정인축산,한우,전남광주통합특별시 해남군 해남읍 내사리 992번지 18호 (제1동) ,67
고종만농장,한우,전남광주통합특별시 해남군 북평면 서홍리 297번지 12호  ,30
섬안농장,육계,전남광주통합특별시 해남군 황산면 원호리 1049번지 5호  ,70000
상식농장,한우,전남광주통합특별시 해남군 화산면 방축리 11번지 외1필지 ,12
강채일농장,한우,전남광주통합특별시 해남군 해남읍 내사리 558번지 1호  ,150
김동식축산,한우,전남광주통합특별시 해남군 옥천면 신계리 341번지  ,6
김문수농장,한우,전남광주통합특별시 해남군 문내면 동외리 779번지  ,56
이귀열농장,한우,전남광주통합특별시 해남군 산이면 초송리 560번지 11호  ,10
정명진농장,한우,전남광주통합특별시 해남군 계곡면 사정리 531번지  ,3
대국축산,한우,전남광주통합특별시 해남군 삼산면 송정리 467번지 2호  ,11
김공택농장,한우,전남광주통합특별시 해남군 산이면 노송리 437번지 외 2필지 ,54
청운축산,한우,전남광주통합특별시 해남군 옥천면 백호리 854번지 8호  ,44
용전축사,한우,전남광주통합특별시 해남군 마산면 용전리 208번지  ,32
아름다운농장,한우,전남광주통합특별시 해남군 삼산면 상가리 270번지 6호  ,60
신흥푸른축산,한우,전남광주통합특별시 해남군 삼산면 신흥리 523번지 10호  ,27
주성실농장,한우,전남광주통합특별시 해남군 문내면 예락리 622번지  ,20
최은란농장,한우,전남광주통합특별시 해남군 해남읍 남천리 975번지 6호  ,5
전종규농장,한우,전남광주통합특별시 해남군 산이면 상공리 694번지 2호  ,55
조은농장,한우,전남광주통합특별시 해남군 화원면 후산리 162번지 1호 외1필지(217번지) ,80
이근배농장,한우,전남광주통합특별시 해남군 해남읍 백야리 312번지 1호  ,9
강성인농장,한우,전남광주통합특별시 해남군 황산면 한자리 8번지 5호  ,103
남도의꿈 1농장,돼지,전남광주통합특별시 해남군 황산면 송호리 936번지 1호  ,2000
천우축산,한우,전남광주통합특별시 해남군 송지면 가차리 970번지 외 4필지 ,10
증도농장,한우,전남광주통합특별시 해남군 문내면 충평리 718번지  ,29
황금한우,한우,전남광주통합특별시 해남군 해남읍 내사리 81번지 1호  ,47
남대문농장,한우,전남광주통합특별시 해남군 현산면 월송리 512번지  ,95
민성윤농장,한우,전남광주통합특별시 해남군 산이면 초송리 63번지 외1필지 ,10
은혜축산,한우,전남광주통합특별시 해남군 황산면 외입리 950번지 1호  ,9
토종한우농장,한우,전남광주통합특별시 해남군 문내면 석교리 1983번지 4호 외 2필지 ,7
삼성축산,한우,전남광주통합특별시 해남군 마산면 노하리 710번지 외 1필지 및 712-1 외 4필지 ,260
박준호농장,한우,전남광주통합특별시 해남군 문내면 용암리 1540번지  ,24
철수농장,한우,전남광주통합특별시 해남군 옥천면 영춘리 711번지 (2017.1.1까지) ,5
승교농장,한우,전남광주통합특별시 해남군 화산면 금풍리 329번지 외1필지 ,16
최명환농장,한우,전남광주통합특별시 해남군 해남읍 내사리 1189번지  ,7
곤축산농장,한우,전남광주통합특별시 해남군 화원면 후산리 258번지 2호  ,60
주현주농장,한우,전남광주통합특별시 해남군 문내면 무고리 87번지  ,3
비슬목장,한우,전남광주통합특별시 해남군 계곡면 당산리 1256번지 2호  ,13
이병연농장,한우,전남광주통합특별시 해남군 옥천면 송산리 40번지 1호  ,10
병욱농장,한우,전남광주통합특별시 해남군 옥천면 영춘리 458번지 2호  ,4
고려축산,한우,전남광주통합특별시 해남군 삼산면 충리 1155번지 8호  ,130
연우축산,한우,전남광주통합특별시 해남군 황산면 연당리 321번지 외 2필지 ,50
허병국농장,돼지,전남광주통합특별시 해남군 송지면 서정리 1071번지 4호  ,170
김경례농장,한우,전남광주통합특별시 해남군 해남읍 복평리 560번지 2호 (라동) ,15
콩우사랑목장,한우,전남광주통합특별시 해남군 북일면 내동리 240번지  ,9
최성농장,한우,전남광주통합특별시 해남군 화산면 연정리 239번지  ,8
영현농장,한우,전남광주통합특별시 해남군 현산면 덕흥리 458번지 (무기한) ,20
박광희농장,한우,전남광주통합특별시 해남군 산이면 덕호리 777번지 6호  ,40
유토피아,한우,전남광주통합특별시 해남군 산이면 덕호리 777번지 5호  ,38
장미자농장,한우,전남광주통합특별시 해남군 삼산면 원진리 390번지  ,10
대성농장,한우,전남광주통합특별시 해남군 현산면 황산리 106번지 1호  ,6
천지인농장,오리,전남광주통합특별시 해남군 옥천면 청신리 273번지  ,8000
농업회사법인(유) 이정,육계,전남광주통합특별시 해남군 마산면 송석리 12번지 4호 외 3필지 ,136000
이춘석농장,한우,전남광주통합특별시 해남군 북일면 신월리 145번지  ,20
윤주식농장,한우,전남광주통합특별시 해남군 황산면 옥동리 77번지  ,18
화산영농조합,한우,전남광주통합특별시 해남군 화산면 석호리 663번지 5호  ,17
봉동2농장,한우,"전남광주통합특별시 해남군 현산면 구시리 849번지 1호 ,-2,858-22,-24 ",20
호남축산,한우,전남광주통합특별시 해남군 해남읍 백야리 174번지 5호  ,30
영호한우농장,한우,전남광주통합특별시 해남군 화원면 영호리 830번지 외 1필지 ,64
상등축산,한우,전남광주통합특별시 해남군 마산면 상등리 487번지 16호  ,8
달산농장,한우,전남광주통합특별시 해남군 화산면 안호리 501번지  ,18
개미농장,한우,전남광주통합특별시 해남군 화산면 부길리 842번지 1호  ,1
야곱농장,한우,전남광주통합특별시 해남군 삼산면 구림리 320번지 외 1필지 ,4
만배축산,한우,전남광주통합특별시 해남군 현산면 월송리 1440번지 5호 외1필지(1440-6번지) ,122
땅끝축산,한우,전남광주통합특별시 해남군 송지면 통호리 235번지  ,15
늘해랑축산,한우,전남광주통합특별시 해남군 해남읍 용정리 77번지 11호 2027년 3월 2일까지 ,77
관동축산,한우,전남광주통합특별시 해남군 삼산면 평활리 398번지  ,40
팔복축산,한우,전남광주통합특별시 해남군 삼산면 평활리 417번지 7호  ,30
현산농장,한우,전남광주통합특별시 해남군 현산면 일평리 594번지  ,6
강질수 농장,한우,전남광주통합특별시 해남군 북평면 남창리 1313번지 2호  ,15
신창농장,한우,전남광주통합특별시 해남군 문내면 석교리 1517번지  ,37
김병열 축산,한우,전남광주통합특별시 해남군 삼산면 원진리 744번지 11호  ,6
오병천 축산,한우,전남광주통합특별시 해남군 계곡면 사정리 219번지 5호  ,9
학의농장,한우,전남광주통합특별시 해남군 현산면 고현리 1012번지  ,8
번영축산,한우,전남광주통합특별시 해남군 북일면 방산리 893번지 3호 외 1필지 ,6
증도축산,한우,전남광주통합특별시 해남군 문내면 무고리 993번지  ,8
해일축산,오리,전남광주통합특별시 해남군 황산면 남리리 465번지 외4필지 ,27000
금성축산,한우,전남광주통합특별시 해남군 화원면 월호리 342번지  ,65
임선옥 축산,한우,전남광주통합특별시 해남군 마산면 상등리 331번지  ,20
김영신축산,한우,전남광주통합특별시 해남군 해남읍 연동리 1007번지 2호  ,11
현산터골축산,한우,전남광주통합특별시 해남군 현산면 읍호리 995번지 외 1필지 ,78
청봉농장,한우,전남광주통합특별시 해남군 현산면 월송리 916번지  ,0
진호축산,한우,전남광주통합특별시 해남군 옥천면 청신리 179번지 외 1필지(180) ,7
성하축산,한우,전남광주통합특별시 해남군 삼산면 충리 314번지 102호  ,16
초아목장,한우,"전남광주통합특별시 해남군 문내면 석교리 1534번지 9호 ,-1,-11,-15 ",8
삼덕축산,한우,전남광주통합특별시 해남군 문내면 석교리 1562번지  ,15
록헌농장A,한우,전남광주통합특별시 해남군 해남읍 용정리 65번지 20호  ,24
성민축산,한우,전남광주통합특별시 해남군 현산면 구시리 979번지 1호  ,12
경희축산,한우,전남광주통합특별시 해남군 옥천면 백호리 1305번지 1호  ,9
예덴농원,한우,전남광주통합특별시 해남군 현산면 백포리 144번지 3호  ,10
하구시 길 축산,한우,전남광주통합특별시 해남군 현산면 구시리 796번지 4호  ,27
용만네 농장,한우,전남광주통합특별시 해남군 문내면 난대리 632번지 외 1필지 ,50
남도의꿈 2농장,돼지,전남광주통합특별시 해남군 황산면 일신리 49번지 8호 외 1필지 ,1000
남진농장,한우,전남광주통합특별시 해남군 해남읍 복평리 305번지 1호 외 1필지 ,2
제일농장,한우,전남광주통합특별시 해남군 화산면 가좌리 92번지  ,13
후인농장,한우,전남광주통합특별시 해남군 황산면 연호리 459번지 1호  ,1
조은농장2,한우,전남광주통합특별시 해남군 화원면 후산리 162번지 1호 토지소유주 정훈(토지사용기간 2031년 9월말 까지) ,80
남촌농장,한우,전남광주통합특별시 해남군 옥천면 송산리 597번지 1호  ,33
혜정축산,한우,전남광주통합특별시 해남군 산이면 구성리 48번지 2호  ,23
우강축산,한우,전남광주통합특별시 해남군 화원면 매월리 278번지 3호  ,19
성우농장,한우,전남광주통합특별시 해남군 삼산면 신흥리 68번지 7호 외 2필지 ,32
지영축산,한우,전남광주통합특별시 해남군 문내면 무고리 351번지 1호  ,16
예향농원 제2농장,한우,전남광주통합특별시 해남군 문내면 예락리 1250번지 3호  ,47
전임농장,한우,전남광주통합특별시 해남군 해남읍 내사리 731번지 3호  ,13
정철축산,한우,전남광주통합특별시 해남군 문내면 용암리 848번지 외 2필지 ,27
단성목장,한우,전남광주통합특별시 해남군 마산면 연구리 8번지 2호  ,167
고정축산,한우,전남광주통합특별시 해남군 송지면 서정리 9번지 6호 외1필지 ,33
대동축산,한우,전남광주통합특별시 해남군 해남읍 복평리 560번지 2호 (다동) ,28
창신농장,한우,전남광주통합특별시 해남군 현산면 월송리 837번지  ,15
철현축산,한우,전남광주통합특별시 해남군 문내면 고당리 81번지 및 354번지 ,12
영일축산,한우,전남광주통합특별시 해남군 문내면 고당리 399번지  ,11
현우축산,한우,전남광주통합특별시 해남군 황산면 한자리 8번지 1호  ,120
고수농장,한우,전남광주통합특별시 해남군 해남읍 남천리 226번지 4호  ,13
번영축산,한우,전남광주통합특별시 해남군 마산면 맹진리 729번지 1호 외 1필지 ,20
누렁이농장,한우,전남광주통합특별시 해남군 계곡면 법곡리 1401번지 11호  ,7
유림축산,한우,전남광주통합특별시 해남군 계곡면 여수리 926번지 1호  ,5
미래농장,한우,전남광주통합특별시 해남군 계곡면 성진리 1078번지 1호  ,40
해강축산,한우,전남광주통합특별시 해남군 화산면 석호리 825번지 7호  ,92
대진축산,한우,전남광주통합특별시 해남군 산이면 대진리 757번지 6호  ,16
이삭농장,한우,전남광주통합특별시 해남군 계곡면 법곡리 1401번지 8호  ,41
만성축산,한우,전남광주통합특별시 해남군 계곡면 가학리 228번지 51호 외 1필지 ,15
신한축사,한우,전남광주통합특별시 해남군 현산면 월송리 676번지 13호  ,10
청희축산,한우,전남광주통합특별시 해남군 북일면 용일리 320번지 1호  ,5
김재창목장,한우,전남광주통합특별시 해남군 황산면 송호리 391번지  ,34
김창용농장,오리,전남광주통합특별시 해남군 마산면 송석리 11번지 11호  ,16000
황금목장,한우,전남광주통합특별시 해남군 황산면 연호리 1278번지 1호 외 1필지(1278-7) ,157
평원농장,육계,전남광주통합특별시 해남군 황산면 외입리 265번지 2호  ,64000
하늘빛농원,한우,전남광주통합특별시 해남군 삼산면 충리 937번지  ,67
우토골농장,한우,전남광주통합특별시 해남군 삼산면 신흥리 207번지 외 3필지 ,19
태진축산,한우,전남광주통합특별시 해남군 해남읍 복평리 558번지 1호 외 1필지 ,27
산이축산,한우,전남광주통합특별시 해남군 산이면 부동리 690번지  ,0
무지개농장 2,육계,전남광주통합특별시 해남군 황산면 송호리 13번지  ,40500
한우태인농장,한우,전남광주통합특별시 해남군 산이면 덕호리 458번지 7호  ,78
가을농장,한우,전남광주통합특별시 해남군 산이면 덕호리 841번지 1호  ,22
송천축산,한우,전남광주통합특별시 해남군 산이면 송천리 294번지 1호  ,14
월교농장,한우,전남광주통합특별시 해남군 해남읍 내사리 1575번지 5호  ,20
장순농장,한우,전남광주통합특별시 해남군 화산면 평호리 561번지 11호  ,36
수일농장,한우,전남광주통합특별시 해남군 계곡면 사정리 596번지  ,2
이우형농장,한우,전남광주통합특별시 해남군 계곡면 성진리 726번지 1호  ,7
이우상농장,한우,전남광주통합특별시 해남군 해남읍 내사리 1439번지 1호  ,46
혁이네 농장,한우,전남광주통합특별시 해남군 해남읍 내사리 1439번지 3호 외 1필지 ,80
은찬농장,한우,전남광주통합특별시 해남군 계곡면 사정리 17번지 7호  ,21
박영석농장,한우,전남광주통합특별시 해남군 옥천면 청신리 556번지 4호  ,38
신성농장,한우,전남광주통합특별시 해남군 계곡면 성진리 581번지 16호  ,11
박주환농장,한우,전남광주통합특별시 해남군 마산면 학의리 764번지 3호  ,4
성배축산,한우,전남광주통합특별시 해남군 송지면 군곡리 2388번지 1호  ,5
대성축산,한우,전남광주통합특별시 해남군 북평면 와룡리 642번지 19호  ,14
대성축산 2농장,한우,전남광주통합특별시 해남군 북평면 남창리 66번지  ,20
일권축산,한우,전남광주통합특별시 해남군 삼산면 원진리 1146번지 5호  ,26
대광농장,한우,전남광주통합특별시 해남군 삼산면 신흥리 35번지 28호 외 1필지 ,22
도은축산,한우,전남광주통합특별시 해남군 삼산면 충리 277번지  ,4
미완성농장,한우,전남광주통합특별시 해남군 북일면 만수리 610번지 2호  ,245
경희축산,한우,전남광주통합특별시 해남군 해남읍 복평리 549번지 3호  ,5
영상축산,한우,전남광주통합특별시 해남군 문내면 서상리 72번지  ,40
연주목장,한우,전남광주통합특별시 해남군 문내면 충평리 108번지 6호  ,31
석준목장,한우,전남광주통합특별시 해남군 문내면 충평리 58번지 외 2필지 ,43
하준농장,한우,"전남광주통합특별시 해남군 화산면 연곡리 568번지 ,566,567 ",20
